ID,Address,Business Type,Company Name,Local Authorities,Products Sold,Status
9368,"Mercantile Chambers, 53 Bothwell Street G2 6TS",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9369,"110 Kings Inch Drive,  G51 4BT",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
9370,"King's Inch Road, Braehead G51 4BP",Forecourt Garage,Sainsbury's Supermarkets Ltd,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
9371,"Buchanan Galleries, 236-240 Buchanan Street G1 2GF",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9372,"Cameron Toll Shopping Centre, 6 Lady Road EH16 5PB",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9373,"Cameron Toll Shopping Centre, Lady Road EH16 4TH",Forecourt Garage,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9374,"141 St. Johns Road,  EH12 7SD",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9375,"Lanark Road West,  EH14 5JX",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9376,"Salters Road,  EH22 2NQ",Convenience Store,Sainsbury's Supermarkets Ltd,Midlothian,Tobacco And Nicotine Vapour Products,Active
9377,"10 Darnley Mains Road,  G53 7RH",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9378,"10 Darnley Mains Road, Darnley G53 7RH",Forecourt Garage,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9379,"Glasgow Road,  FK6 5DN",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Falkirk,Tobacco And Nicotine Vapour Products,Active
9380,"10 Allerdyce Road,  G15 6EX",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9381,"10 Allerdyce Road,  G15 6EX",Forecourt Garage,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9382,"1 Tom Johnston Road,  DD4 8XD",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Dundee City,Tobacco And Nicotine Vapour Products,Active
9383,"274 Perth Road,  DD2 1AE",Convenience Store,Sainsbury's Supermarkets Ltd,Dundee City,Tobacco And Nicotine Vapour Products,Active
9384,"Baldovie Road, Claypotts DD4 8UG",Forecourt Garage,Sainsbury's Supermarkets Ltd,Dundee City,Tobacco And Nicotine Vapour Products,Active
9385,"3 Kingsgate Retail Park, Glasgow Road, East Kilbride G74 4UN",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
9386,"3 Kingsgate Retail Park, Glasgow Road G74 4UN",Forecourt Garage,Sainsbury's Supermarkets Ltd,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
9387,"Inglis Green Road,  EH14 2ER",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9388,"52 Nicolson Street,  EH8 9DT",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9389,"45/47 Bernard Street,  EH6 6SL",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9390,"155/159 Bruntsfield Place,  EH10 4DG",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9391,"80 Causewayside,  EH9 1PY",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9392,"81-85 Dundee Street,  EH11 1AW",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9393,"Earl Grey Street,  EH3 9BN",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9394,"28 Howe Street,  EH3 6TG",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9395,"Inglis Green Road,  EH14 2ER",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9396,"102/104 Marchmont Road,  EH9 1BG",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9397,"358/364 Morningside Road,  EH10 4QN",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9398,"220 Portobello High Street,  EH15 2AU",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9399,"32 Shandwick Place,  EH2 4RT",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9400,"Shrub Hill, Leith Walk,  EH7 4PD",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9401,"South Bridge,  EH1 1HN",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9402,"31-35 South Clerk Street,  EH8 9NZ",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9403,"35 Deanhaugh Street,  EH4 1LR",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9404,"Princes Mall, Princes Street EH1 1BQ",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9405,"102 West Port,  EH3 9DN",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9406,"203-205 Whitehouse Road, Barnton EH4 6BU",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9407,"83 Craighall Road,  EH6 4RR",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9408,"188 Fenwick Road, Giffnock G46 6UE",Convenience Store,Sainsbury's Supermarkets Ltd,East Renfrewshire,Tobacco And Nicotine Vapour Products,Active
9409,"167/201 Argyle Street,  G2 2BU",Convenience Store,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9410,"Battlefield Road,  G42 9JT",Convenience Store,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9411,"22 Byres Road,  G11 5JY",Convenience Store,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9412,"Darnley Road, Pollokshields G41 4NB",Convenience Store,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9413,"135 George Street,  G1 1RD",Convenience Store,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9414,"286 Great Western Road,  G4 9EJ",Convenience Store,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9415,"384-390 Clarkston Road,  G44 3JL",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9416,"Park Inn, Port Dundas Place G2 3NW",Convenience Store,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9417,"Shawlands Arcade Shopping Centre, Kilmarnock Road G41 3NN",Convenience Store,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9418,"1/9 Argyle Street,  G2 8AH",Convenience Store,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9419,"482 Victoria Road,  G42 8YJ",Convenience Store,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9420,"Consort House, West George Street G2 1HN",Convenience Store,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9421,"34 Kempock Street,  PA19 1NA",Convenience Store,Sainsbury's Supermarkets Ltd,Inverclyde,Tobacco And Nicotine Vapour Products,Active
9422,"Retail Park, Douglas Park ML3 0BN",Forecourt Garage,Sainsbury's Supermarkets Ltd,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
9423,"Commercial Road,  TD9 7AD",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
9424,"Commercial Road,  TD9 7AD",Forecourt Garage,Sainsbury's Supermarkets Ltd,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
9425,"1 Kip Park, Main Street, Inverkip PA16 0FZ",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Inverclyde,Tobacco And Nicotine Vapour Products,Active
9426,"Ayr Road, Irvine KA12 8HG",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,North Ayrshire,Tobacco And Nicotine Vapour Products,Active
9427,"Lamont Place, Ayr Road KA12 8HQ",Forecourt Garage,Sainsbury's Supermarkets Ltd,North Ayrshire,Tobacco And Nicotine Vapour Products,Active
9428,"Pinnaclehill Industrial Estate,  TD5 8DW",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
9429,"Pinnaclehill Industrial Estate,  TD5 8DW",Forecourt Garage,Sainsbury's Supermarkets Ltd,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
9430,"1175 Argyle Street,  G3 8TQ",Convenience Store,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9431,"65 Station Road,  KY13 8FH",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
9432,"Midmill Kintore,  AB51 0UY",Convenience Store,Sainsbury's Supermarkets Ltd,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
9433,"Fife Central Retail Park, Chapel Level KY2 6TS",Forecourt Garage,Sainsbury's Supermarkets Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
9434,"Fife Central Retail Park, Chapel Park KY2 6QL",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
9435,"6 Shamrock Street, Kirkintilloch G66 1RA",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,East Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
9436,"Kinnaird Village Centre,  FK5 4GY",Convenience Store,Sainsbury's Supermarkets Ltd,Falkirk,Tobacco And Nicotine Vapour Products,Active
9437,"Riverside Road,  KY8 4LQ",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
9438,"Riverside Road, Leven KY8 4PS",Forecourt Garage,Sainsbury's Supermarkets Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
9439,"Gallowsknowe, Falkirk Road EH49 7PE",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,West Lothian,Tobacco And Nicotine Vapour Products,Active
9440,"3 Morrison Street,  EH3 8BH",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9441,"Unit 9-10 Moray Park,  EH7 5TS",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9442,"39 Westfield Road,  EH11 2QW",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9443,"26 Westfield Road,  EH11 2QB",Forecourt Garage,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9444,"Balmakeith Retail Park, Forres Road IV12 5QW",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
9445,"Balmakeith Retail Park, Forres Road IV12 5UR",Forecourt Garage,Sainsbury's Supermarkets Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
9446,"Goods Lane,  DG8 6EH",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
9447,"Olympia Arcade, East Kilbride G74 1LX",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
9448,"80 Crow Road,  G11 7RY",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9449,"38 Northgate,  EH45 8RS",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
9450,"199-205 High Street,  PH1 5PB",Convenience Store,Sainsbury's Supermarkets Ltd,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
9451,"125 Ayr Road,  KA9 1TW",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
9452,"Ayr Road,  KA19 1TW",Forecourt Garage,Sainsbury's Supermarkets Ltd,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
9453,"29-30 Simpson Loan,  EH3 9GG",Convenience Store,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9454,"54 Queen Street,  G1 3DS",Convenience Store,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9455,"2 Unwin Road,  KY11 2ZQ",Convenience Store,Sainsbury's Supermarkets Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
9456,"59-67 Hamilton Street,  KA21 5DT",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,North Ayrshire,Tobacco And Nicotine Vapour Products,Active
9457,"219 Sauchiehall Street,  G2 3EX",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9458,"115-117 High Street,  TD7 4JX",Convenience Store,Sainsbury's Supermarkets Ltd,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
9459,"71 Market Street,  KY16 9NU",Convenience Store,Sainsbury's Supermarkets Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
9460,"9-10 St. Andrews Square,  EH2 2AF",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
9461,"1-15 Rigg Street, Stewarton KA3 5LE",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,East Ayrshire,Tobacco And Nicotine Vapour Products,Active
9462,"Drip Road,  FK8 1RA",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Stirling,Tobacco And Nicotine Vapour Products,Active
9463,"16,17&18 Goosecroft Road,  FK8 2EA",Convenience Store,Sainsbury's Supermarkets Ltd,Stirling,Tobacco And Nicotine Vapour Products,Active
9464,"Drip Road,  FK8 1RA",Forecourt Garage,Sainsbury's Supermarkets Ltd,Stirling,Tobacco And Nicotine Vapour Products,Active
9465,"Straiton Mains, Straiton EH20 9PW",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Midlothian,Tobacco And Nicotine Vapour Products,Active
9466,"Straiton Mains, Straiton, Loanhead EH20 9PW",Forecourt Garage,Sainsbury's Supermarkets Ltd,Midlothian,Tobacco And Nicotine Vapour Products,Active
9467,"Kirk Street,  ML10 6BA",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
9468,"Kirk Street,  ML10 6LB",Forecourt Garage,Sainsbury's Supermarkets Ltd,South Lanarkshire,Tobacco And Nicotine Vapour Products,Active
9469,"2 Canal Street, Winchburgh EH52 6FD",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,West Lothian,Tobacco And Nicotine Vapour Products,Active
9470,"88 Woodlands Road,  G3 6HA",Supermarket and Other Retail Outlets,Sainsbury's Supermarkets Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9471,"5 Princes St,  FK1 1LS",Other Retail,Saints & Sinners Shakes Ltd,Falkirk,Tobacco Only,Inactive
9472,"259 Kilmarnock Road, Shawlands G41 3JF",Convenience Store,SAJ Newsagents,Glasgow City,Tobacco Only,Active
9473,"14 dolphin avenue, currie,midlothian EH14 5RL",Confectionary / Tobacconist / Newsagents,Saks local store,Edinburgh City,Tobacco Only,Inactive
9474,"Shop Local, 167 Crown Street G5 9XT",Confectionary / Tobacconist / Newsagents,SALAR GROCER LTD,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9475,"114 Milton Street,  ML1 1EZ",Convenience Store,Saleem and Bari Mini Market,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
9476,"54 Fancy Farm Road,  PA16 7LY",Convenience Store,Saleem News LTD,Inverclyde,Tobacco Only,Active
9477,"548 Carntyne Road,  G32 6EU",Convenience Store,Saleems Licensed Grocers,Glasgow City,Tobacco Only,Active
9478,"542 Carntyne Road,  G32 6EU",Convenience Store,Saleem's Licensed Grocers,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9479,"1/3 Eastking Street,  G84 7QQ",Confectionary / Tobacconist / Newsagents,Saleem's Newsagent,Argyll and Bute,Tobacco Only,Active
9480,"32A Northfield Avenue,  KA8 9AL",Convenience Store,Saleem Shahid,South Ayrshire,Tobacco Only,Inactive
9481,"Salen Jetty, Salen PH36 4JN",Convenience Store,Salen Jetty Shop,Highland,Tobacco Only,Active
9482,"29 stevenson street, new stevenson ML1 4LR",Convenience Store,salina mini market,North Lanarkshire,Tobacco Only,Active
9483,"23 main street, saline KY12 9TL",Convenience Store,saline store,Fife,Tobacco And Nicotine Vapour Products,Active
9484,"62 Piedmont Road Girvan,  KA26 0DS",Convenience Store,Girvan grocers ltd,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
9485,"1625 GREAT WESTERN ROAD,  G13 1LT",Convenience Store,SAL'S NEWSXPRESS LTD,Glasgow City,Tobacco Only,Active
9486,"Hill Street,  KA21 5ES",Entertainment Venue,Saltcoats Labour Club,North Ayrshire,Tobacco Only,Active
9487,"12-14 Windmill Street,  KA21 5EN",Supermarket and Other Retail Outlets,The Original Factory Shop,North Ayrshire,Tobacco And Nicotine Vapour Products,Active
9488,"17, Lennox street G83 4LG",Convenience Store,Saltire stores,West Dunbartonshire,Tobacco Only,Active
9489,"69 Frederick Street,  AB24 5HY",Public House,Saltoun Arms,Aberdeen City,Tobacco Only,Active
9490,"15 Crichton Street, Dundee DD1 3AP",Public House,Imperial Tobacco Limited,Dundee City,Tobacco Only,Inactive
9491,"28 SHORE STREET,  KY10 3AQ",Public House,SALUTATION BAR,Fife,Tobacco Only,Active
9492,"16-22 King Street,  DD10 0RG",Public House,Salutation Hotel,Aberdeenshire,Tobacco Only,Active
9493,"16 Roseneath Street,  EH9 1JH",Other Catering,Weststore Ltd,Edinburgh City,Tobacco Only,Active
9494,"16 Moss Road,  PA14 6HF",Convenience Store,Sam Superstore,Inverclyde,Tobacco And Nicotine Vapour Products,Active
9495,"58/60 Moorfield Avenue,  PA14 5XT",Convenience Store,Sam Superstore,Inverclyde,Tobacco Only,Inactive
9496,"1839 Paisley Road West,  G52 3SX",Other Catering,Ali Fish and Chip Bar,Glasgow City,Tobacco Only,Active
9497,"Kilmallie Road, Caol PH33 7EW",Other Catering,Sammy's Fish and Chip Shop,Highland,Tobacco Only,Active
9498,"196 HIGH STREET, LESLIE KY6 3LH",Confectionary / Tobacconist / Newsagents,SAMPSONS NEWSAGENTS,Fife,Tobacco Only,Inactive
9499,"100 George Street,  KA8 0BP",Convenience Store,Sampys,South Ayrshire,Tobacco Only,Active
9500,"27-29 corkerhill place, corkerhill G52 1RU",Convenience Store,samras all you need store,Glasgow City,Tobacco Only,Active
9501,"12 The Wisp,  EH16 4SQ",Mobile Trade,Sams Ices,Edinburgh City,Tobacco Only,Active
9502,"10 Ponder Law Street, Arbroath DD11 1ES",Confectionary / Tobacconist / Newsagents,Sam's Store,Angus,Tobacco Only,Active
9503,"73 fountainbridge,  EH3 9PU",Restaurant,samsun restaurant,Edinburgh City,Tobacco Only,Inactive
9504,"1 Oakfield Place, Sandbank PA23 8PA",Off-Licence,Sandbank General Store,Argyll and Bute,Tobacco And Nicotine Vapour Products,Active
9505,"7 sandbed,  TD9 0HE",Convenience Store,sandbed convenience store ltd,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
9506,"94 Sandgate, Ayr KA7 1BX",Confectionary / Tobacconist / Newsagents,Sandgate News,South Ayrshire,Tobacco Only,Inactive
9507,"Sandgate News, 94 Sandgate KA7 1BX",Confectionary / Tobacconist / Newsagents, Sandgate News,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
9508,"2 Sandgate Street, Tarbolton KA5 5RB",Convenience Store,keystore,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
9509,"Post Office, 7 High Street, Sandhaven AB43 7EQ",Convenience Store,Phoenix stores ltd,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
9510,"117 Dundee Street,  EH11 1AX",Convenience Store,Sandher and Sons,Edinburgh City,Tobacco Only,Inactive
9511,"Cost Cutter Supermarket, 4 High Street, Lochmaben DG11 1NQ",Convenience Store,G & S SANDHU SONS LTD,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
9512,"Cost Cutter Supermarket, 1 Leamington Square, Lochmaben DG11 1QG",Convenience Store,G & S SANDHU SONS LTD,Dumfries and Galloway,Tobacco And Nicotine Vapour Products,Active
9513,"4-6 motherwell road, bellshill ML4 1RE",Other Catering,fgv limited t/a sandro's,North Lanarkshire,Tobacco Only,Active
9514,"185 Main Street,  ML5 3HH",Other Catering,Sandro & Sons Ltd,North Lanarkshire,Tobacco Only,Active
9515,"Sands Holiday Centre, SANDS CARAVAN AND CAMPING IV21 2DL",Convenience Store,Sands Caravan and Camping,Highland,Tobacco Only,Active
9516,"STOVE,  ZE2 9HH",Convenience Store,SANDWICK BAKING COMPANY LTD,Shetland Islands,Tobacco And Nicotine Vapour Products,Active
9517,"Central,  ZE2 9HN",Private Club,Sandwick Social Club,Shetland Islands,Tobacco Only,Active
9518,"Sandy Brae, Kennoway KY8 5JN",Forecourt Garage,Sandy Brae Service Station,Fife,Tobacco Only,Inactive
9519,"Highland Fuels Ltd,, Kennoway, KY8 5JN",Forecourt Garage,Highland Fuels Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
9520,"1a bute drive,  PA5 8PN",Convenience Store,sandyflats foodstore,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
9521,"223 Sandyhills Road,  G32 9NA",Sports Club,Sandyhill Golf Club,Glasgow City,Tobacco Only,Active
9522,"Sandylands Holiday Park, Saltcoats KA21 5JN",Private Club,Park Resorts,North Ayrshire,Tobacco Only,Active
9523,"1B Granton Mains Avenue,  EH4 4GA",Convenience Store,Sandy's West Granton Community Store,Edinburgh City,Tobacco Only,Active
9524,"166 union grove,  AB10 6SR",Other Retail,pizza one ltd,Aberdeen City,Tobacco Only,Active
9525,"88 Stirling Street,  ML6 0AS",Convenience Store,Sangar Scotland LTD,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
9526,"157 Garrioch Road,  G20 8RJ",Off-Licence,Sangha General Stores,Glasgow City,Tobacco Only,Active
9527,"Sanghatpur Gate, 72 Overhaugh Street TD1 1DP",Restaurant,Sanghatpur Gate,Scottish Borders,Tobacco Only,Active
9528,"Bruce Place,  PH33 6HH",Convenience Store,Sanjays,Highland,Tobacco Only,Inactive
9529,"252 Crow Road, Glasgow,  G11 7LA",Off-Licence,Sanjay's Newsagents,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9530,"Brucehill Road, Brucehill G82 4ER",Other Catering,Sohals,West Dunbartonshire,Tobacco Only,Inactive
9531,"San's Wee Shop, 20 Kilbowie Road G81 1TH",Convenience Store,"San""s Wee Shop",West Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
9532,"1 Polwarth Gardens,  EH11 1JS",Convenience Store,Luca Retail Ltd,Edinburgh City,Tobacco Only,Inactive
9533,"22 cross gates beshill, beshill ML4 2EB",Mobile Trade,santoni ices,North Lanarkshire,Tobacco Only,Active
9534,"Whitecross, Station Road, Linlithgow, EH49 6jq, Station Road, Whitecross EH49 6JQ",Convenience Store,saqi super store,Falkirk,Tobacco And Nicotine Vapour Products,Active
9535,"Saqi Superstore, Station Road EH49 6JQ",Off-Licence,Station Grocer LTD,Falkirk,Tobacco Only,Active
9536,"1 Station Road, Whitecross EH49 6JQ",Convenience Store,Saqi superstore,Falkirk,Tobacco And Nicotine Vapour Products,Active
9537,"149 Main Street, Kelty KY4 0AQ",Convenience Store,Sarabah Grocers,Fife,Tobacco Only,Active
9538,"B & M Bargains Ltd, 97 Bardowie Street G22 5ET",Other Retail,B&M RETAIL,Glasgow City,Nicotine Vapour Products Only,Active
9539,"196 Saracen Street, Possilpark G22 5EP",Off-Licence,Saracen Street Ltd,Glasgow City,Tobacco Only,Active
9540,"Saracen Newsagent, 224 Saracen Street G22 5ER",Convenience Store,Saracen News,Glasgow City,Tobacco Only,Active
9541,"10/12 Grangemouth Road,  FK2 9DA",Restaurant,Saragio,Falkirk,Tobacco Only,Inactive
9542,"Sardars cellar, 48 Grahams Road FK1 1HR",Off-Licence,Sardars Cellar ,Falkirk,Tobacco And Nicotine Vapour Products,Active
9543,"1/3 Queens Cresent, Cleland ML1 5PY",Convenience Store,Sarna Limited,North Lanarkshire,Tobacco Only,Inactive
9544,"77 Lauchope street airdrie ml6 8sw,  ML6 7SW",Convenience Store,Sarna convenience store ,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
9545,"65 Coltness Road,  ML2 7DG",Convenience Store,Sarna convenience store ,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
9546,"1 Queens Crescent, Cleland ML1 5PY",Convenience Store,Sarna convenience store ,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
9547,"65 coltness road,  ML2 7DG",Convenience Store,sarna convenieice store,North Lanarkshire,Tobacco Only,Inactive
9548,"214 Carlisle Road, Kirkmuirhill ML11 9SQ",Convenience Store,786 Horizon Ltd,South Lanarkshire,Tobacco And Nicotine Vapour Products,Inactive
9549,"754 Pollokshaws Road,  G41 2AE",Off-Licence,SAS STORE,Glasgow City,Tobacco Only,Active
9550,"61 Main Street, Sauchie FK10 3JT",Convenience Store,Sauchie Express,Clackmannanshire,Tobacco And Nicotine Vapour Products,Active
9551,"1 Main St, Sauchie,  FK10 3JR",Convenience Store,Omar Retail Logistics,Clackmannanshire,Tobacco And Nicotine Vapour Products,Active
9552,"191 Sauchiehall Street,  G2 3ER",Convenience Store,Sauchiehall News Ltd,Glasgow City,Tobacco And Nicotine Vapour Products,Active
9553,"Meuse Lane, Kyleakin IV41 8PH",Public House,Saucy Mary's Lodge,Highland,Tobacco Only,Active
9554,"Meuse Lane, Kyleakin IV41 8PH",Hotel,Saucy Mary's Lodge,Highland,Tobacco Only,Inactive
9555,"Meuse Lane, Kyleakin IV41 8PH",Restaurant,Saucy Mary's Lodge,Highland,Tobacco Only,Inactive
