ID,Address,Business Type,Company Name,Local Authorities,Products Sold,Status
4005,"Linlithgow road, Winchburgh EH52 6PX",Forecourt Garage,Avon murco,West Lothian,Tobacco Only,Inactive
4006,"Linlith, Winchburgh EH52 6PX",Forecourt Garage,Selvanayagam Jeyaseelan,West Lothian,Tobacco And Nicotine Vapour Products,Active
4007,"Glenelg Shop,  IV40 8JR",Convenience Store,Glenelg Shop,Highland,Tobacco Only,Active
4008,"Glenfarg Village Store, Ladeside PH2 9NZ",Convenience Store,Glenfarg Village Store,Perth and Kinross,Tobacco Only,Active
4009,"31 main road, glengarnock KA14 3AA",Convenience Store,glengarnock stores,North Ayrshire,Tobacco Only,Active
4010,"The Filling Station,  PH35 4HL",Forecourt Garage,Gleaner Oils Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
4011,"102 Glengarry Road,  PH2 0AB",Convenience Store,GG RETAIL LTD,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
4012,"25 New Street,  PA10 2LN",Public House,Glenleven Weavers Ltd,Renfrewshire,Tobacco Only,Inactive
4013,"17 Main Street,  DG8 0PN",Convenience Store,Glenluce Post Office and Store,Dumfries and Galloway,Tobacco Only,Active
4014,"Glenlyon Post Office, Bridge of Balgie PH15 2PP",Convenience Store,"Glenlyon Post Office, Shop and Tearoom",Perth and Kinross,Tobacco Only,Active
4015,"114, coatbridge road ML6 0NL",Convenience Store,glenmavis stores,North Lanarkshire,Tobacco Only,Inactive
4016,"51 Gideon Street, BATHGATE EH48 4HB",Public House,BELHAVEN LEASED PUBS,West Lothian,Tobacco Only,Active
4017,"1 Glenmore, Whitburn EH47 8NP",Convenience Store,Glenmore Mini Market,West Lothian,Tobacco Only,Inactive
4018,"Glenmore Mini Market, 1 Glenmore, Whitburn EH47 8NP",Convenience Store,Glenmore Mini Market,West Lothian,Tobacco Only,Active
4019,"Glenmore Mountain Shop, Glenmore PH22 1QU",Convenience Store,Glenmore Shop,Highland,Tobacco Only,Inactive
4020,"Skye Road, Invermoriston IV63 7YA",Hotel,Glenmoriston Arms Hotel,Highland,Tobacco Only,Active
4021,"Glenmoriston Buildings, Invermoriston IV63 7YA",Convenience Store,Glenmoriston Stores Ltd,Highland,Tobacco Only,Active
4022,"9 High Street,  EH45 8AG",Off-Licence,Glenross Whiskies Ltd,Scottish Borders,Tobacco Only,Inactive
4023,"B & M Bargains Ltd, Flemington Road KY7 5QF",Other Retail,B&M RETAIL,Fife,Nicotine Vapour Products Only,Active
4024,"Woodside Road,  KY7 4AF",Convenience Store,The Co-operative Group Food Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
4025,"Caskieberran Road,  KY6 2NR",Entertainment Venue,KE Snooker Ltd,Fife,Tobacco Only,Active
4026,"Spar Stores, 262-264 Clepington Road DD3 8DY",Convenience Store,Glens Convenience Store,Dundee City,Tobacco And Nicotine Vapour Products,Active
4027,"262-264 clepington road,  DD3 8DY",Convenience Store,jk business solutions,Dundee City,Tobacco Only,Inactive
4028,"Glenuig, Lochailort PH38 4NG",Convenience Store,Gelnuig Community Shop,Highland,Tobacco Only,Active
4029,"51-59 Glenvarlock Crescent,  EH16 4AS",Off-Licence,Glenvarlock Mini Market,Edinburgh City,Tobacco Only,Active
4030,"3 old dumbarton road,  G3 8QY",Off-Licence,glg,Glasgow City,Tobacco Only,Active
4031,"95 South Bridge , Edinburgh , Scotland , U.K,  EH1 1HN",Confectionary / Tobacconist / Newsagents,Global News,Edinburgh City,Tobacco Only,Active
4032,"Fair Deal City Spice, 371 George Street AB25 1EQ",Convenience Store,FAIR DEAL CITY SPICE LIMITED,Aberdeen City,Nicotine Vapour Products Only,Active
4033,"13 Niddry Street,  EH1 1LG",Public House,Bruce Taverns,Edinburgh City,Tobacco Only,Active
4034,"169 BRUNTSFIELD PLACE,  EH10 4DG",Other Catering,Globetrotter,Edinburgh City,Tobacco Only,Active
4035,"19-21 high street, bonnyrigg EH19 2DA",Other Catering,gloria's fast food takeaway,Midlothian,Tobacco Only,Active
4036,"238 high street ,  KA7 1RL",Confectionary / Tobacconist / Newsagents,Gm news,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
4037,"G M Phone Repairs, 16 La Porte Precinct FK3 8AS",Other Retail,Gm Phone Repairs,Falkirk,Nicotine Vapour Products Only,Active
4038,"3 Stockethill Crescent,  AB16 5TT",Confectionary / Tobacconist / Newsagents,GMC Stores,Aberdeen City,Tobacco Only,Inactive
4039,"9K Darroch Way, Seafar G67 1PY",Off-Licence,GN Market,North Lanarkshire,Tobacco Only,Inactive
4040,"Main Street, Gifford EH41 4QH",Hotel,Cherwell Tobacco,East Lothian,Tobacco Only,Active
4041,"22-30 St Germain Street,  KA5 6RQ",Convenience Store,"Gogy,s Mini Market",East Ayrshire,Tobacco And Nicotine Vapour Products,Active
4042,"22-30 Saint Germain Street, 22-30. Saint Germain Street, Catrine KA5 6RQ",Convenience Store,Mauchline Superstore ,East Ayrshire,Tobacco And Nicotine Vapour Products,Active
4043,"22/30 St Germain Street,  KA5 6RQ",Convenience Store,Gogy's Mini Market,East Ayrshire,Tobacco Only,Active
4044,"30-32 Barleyknowe Street,  EH23 4FH",Convenience Store,Gojra Grocer,Midlothian,Tobacco Only,Active
4045,"61 High Street,  AB43 6NF",Other Catering,Lorraine Miller T/A Gold 'n' Crispy,Aberdeenshire,Tobacco Only,Inactive
4046,"3 callendar road,  FK1 1XS",Other Catering,goldenbird,Falkirk,Tobacco Only,Inactive
4047,"53 cowane street,  FK8 1JP",Other Catering,Teven Ltd,Stirling,Tobacco Only,Active
4048,"354 Tollcross road, Tollcross G31 4XR",Other Catering,Golden Cafe,Glasgow City,Tobacco Only,Active
4049,"9 elmbank terrace,  AB24 3PW",Other Catering,china kingdom  ltd,Aberdeen City,Tobacco Only,Inactive
4050,"2 Stepps Road,  G66 5DH",Public House,Stoatin Inns Ltd,North Lanarkshire,Tobacco Only,Inactive
4051,"2 Stepps Road, Auchinloch G66 5DH",Public House,SAJ (Scotland) Ltd,North Lanarkshire,Tobacco Only,Inactive
4052,"The Golden Rule, 30 Yeaman Place EH11 1BT",Public House,Caledonian Heritable Ltd,Edinburgh City,Tobacco Only,Active
4053,"North Balnagask Road, Torry, ABERDEEN AB11 8LH",Public House,BELHAVEN LEASED PUBS,Aberdeen City,Tobacco Only,Active
4054,"60c Inverleith row,  EH3 5PX",Convenience Store,Goldenacre mini market(Best One),Edinburgh City,Tobacco Only,Active
4055,"Arch 1, Palmerston Road AB11 5RE",Specialist Tobacconists,Goldfish Industries Limited,Aberdeen City,Tobacco Only,Active
4056,"109 High Street,  EH39 4HD",Public House,Golfers Rest,East Lothian,Tobacco Only,Active
4057,"Post Office, 26 Perth Road, Scone PH2 6JJ",Convenience Store,Henna Naeem,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
4058,"Main Street,  KW10 6RA",Convenience Store,The Co-operative Group Food Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
4059,"6 laburnum road,  KY8 2EZ",Convenience Store,GOOD DEAL,Fife,Tobacco Only,Inactive
4060,"28 lt sales avenue,  KY11 9GB",Convenience Store,good news dalgety bay,Fife,Tobacco Only,Inactive
4061,"416 Victoria Road, Crosshill G42 8XS",Confectionary / Tobacconist / Newsagents,Good News,Glasgow City,Tobacco Only,Active
4062,"Good News, 101 Broad Street KY4 8JR",Convenience Store,Shop & Save Ltd (Greetings),Fife,Tobacco And Nicotine Vapour Products,Active
4063,"1952 Dumbarton Road,  G14 0HH",Convenience Store,Good News Newsagents,Glasgow City,Tobacco Only,Active
4064,"113, Links Street KY1 1QL",Supermarket and Other Retail Outlets,Good News Supermarket,Fife,Tobacco Only,Inactive
4065,"Victoria Road,  KY8 4EU",Convenience Store,Good News Supermarket,Fife,Tobacco Only,Inactive
4066,"6 laburnum road,  KY8 2EZ",Convenience Store,gooddeal daytoday thonrton,Fife,Tobacco And Nicotine Vapour Products,Active
4067,"47 main street ,  KY1 4AG",Convenience Store,gooddeal daytoday thonrton,Fife,Tobacco And Nicotine Vapour Products,Active
4068,"2a paterson street,  KA8 9HA",Supermarket and Other Retail Outlets,goodies news,East Ayrshire,Tobacco Only,Active
4069,"2 Paterson Street,  KA8 9HK",Convenience Store,Goodies off licence,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
4070,"14 balbirnie st,  KY7 6DB",Convenience Store,goodnews,Fife,Tobacco Only,Inactive
4071,"122, city road DD2 2PW",Confectionary / Tobacconist / Newsagents,goodnews,Dundee City,Tobacco Only,Inactive
4072,"101 Broad Street,  KY4 8JR",Convenience Store,Good News Cowdenbeath Limited,Fife,Tobacco Only,Inactive
4073,"98-104 park road,  KY11 2JL",Convenience Store,goodnews supermarket,Fife,Tobacco Only,Active
4074,"113 Links Street,  KY1 1QL",Off-Licence,Goodnews USave Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
4075,"40-48 Union Street,  G1 3QX",Public House,Mitchells & Butlers Retail No 1,Glasgow City,Tobacco Only,Active
4076,"350 New Edinburgh Rd,  ML4 3HH",Forecourt Garage,Gopal Motors Ltd,North Lanarkshire,Tobacco Only,Active
4077,"12 St Ninian Terrace, Gorbals G5 0RJ",Other Retail,Gorbals Post Office,Glasgow City,Tobacco Only,Active
4078,"Houbie, Fetlar ZE2 9DJ",Convenience Store,Gord,Shetland Islands,Tobacco Only,Active
4079,"George House,, Boroughbriggs Road IV30 1JY",Bulk Suppliers,Gordon & MacPhail,Moray,Tobacco Only,Active
4080,"58-60 South Street,  IV30 1JY",Off-Licence,Gordon & MacPhail,Moray,Tobacco Only,Active
4081,"Ship House, Lamlash KA27 8LT",Confectionary / Tobacconist / Newsagents,Gordon Brothers,North Ayrshire,Tobacco Only,Active
4082,"The Ship House, Lamlash KA27 8LT",Confectionary / Tobacconist / Newsagents,James Gordon Brothers,North Ayrshire,Tobacco And Nicotine Vapour Products,Active
4083,"31, Boyd St KA30 8LE",Confectionary / Tobacconist / Newsagents,Kirsty Russell T/A Gordons Dairys,North Ayrshire,Tobacco Only,Inactive
4084,"11 Baird Drive, Bargarran PA8 6BA",Mobile Trade,"Gordon,s Ices",Renfrewshire,Tobacco Only,Active
4085,"Main Street,  TD3 6JW",Convenience Store,Gordon's Little Shop,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
4086,"306 main street, camelon FK1 4EG",Off-Licence,Gordon's newsagents,Falkirk,Tobacco And Nicotine Vapour Products,Active
4087,"2 Main Street,  EH23 4BY",Public House,Cherwell Tobacco,Midlothian,Tobacco Only,Active
4088,"261/263 gorgie road,  EH11 1TX",Confectionary / Tobacconist / Newsagents,gorgie cards and gifts limited,Edinburgh City,Tobacco Only,Inactive
4089,"214, gorgie road EH11 2PN",Off-Licence,gorgie mini market,Edinburgh City,Tobacco Only,Active
4090,"Unit 22 springburn shopping , Unit 22, Springburn Shopping Centre, 230 Springburn Way G21 1TS",Other Retail,Zee accessories ltd,"East Ayrshire, South Ayrshire",Nicotine Vapour Products Only,Active
4091,"113 hope street,  G2 6LL",Other Retail,the roll patrol,Glasgow City,Tobacco Only,Active
4092,"Main Street,  EH47 0JB",Convenience Store,Mr Ashraf & Mrs Surraya T/A Gothenburg Convenience Store,West Lothian,Tobacco And Nicotine Vapour Products,Active
4093,"West Main Street, Armadale EH48 3JB",Public House,Cherwell Tobacco,West Lothian,Tobacco Only,Active
4094,"Main Street, Fallin FK7 7NA",Public House,Fallin Public House Society Ltd,Stirling,Tobacco Only,Inactive
4095,"97 Shore Street,  PA19 1RB",Convenience Store,The Co-operative Group Food Ltd,Inverclyde,Tobacco And Nicotine Vapour Products,Active
4096,"56 shaw street,  G51 3BL",Convenience Store,GOVEN GROCERY/NEWS/TOBACCO,Glasgow City,Tobacco Only,Active
4097,"1215 Govan Road,  G51 4PG",Convenience Store,Jasman Grocers Limited,Glasgow City,Tobacco And Nicotine Vapour Products,Active
4098,"207 copland road, ibrox G51 2UR",Confectionary / Tobacconist / Newsagents,govan super store,Glasgow City,Tobacco Only,Active
4099,"432 Cathcart Road,  G42 7BZ",Off-Licence,Govanhill Superstore,Glasgow City,Tobacco Only,Active
4100,"Greenhill Road,  AB42 1DQ",Other Retail,GP Shipping Services Ltd,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
4101,"1/3 SOUTHOUSE BROADWAY, GRACEMOUNT EH17 8DR",Convenience Store,NEWCO (UK) LTD,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
4102,"40 Grahams Road,  FK1 1HR",Hotel,Cherwell Tobacco,Falkirk,Tobacco Only,Inactive
4103,"graham street news,  DD4 9AH",Convenience Store,graham street news,Dundee City,Tobacco Only,Inactive
4104,"25 Graham Street,  PA5 8QZ",Confectionary / Tobacconist / Newsagents,Graham Street Newsagent,Renfrewshire,Tobacco Only,Active
4105,"14 Graham Street,  DD4 9AH",Convenience Store,Zain & Zaara Investments Ltd,Dundee City,Tobacco And Nicotine Vapour Products,Active
4106,"250 GLASGOW ROAD,  G72 0AB",Other Catering,cab fastfood ltd,South Lanarkshire,Tobacco Only,Inactive
4107,"130 Grahams Road,  FK2 7BZ",Confectionary / Tobacconist / Newsagents,Grahams Newsagents,Falkirk,Tobacco Only,Active
4108,"Main Street,  PA35 1JE",Convenience Store,Robert Graham (Grocers) Limited,Argyll and Bute,Tobacco And Nicotine Vapour Products,Active
4109,"23 Main Street, Kirkcowan DG8 0HQ",Hotel,Craighlaw Arms Hotel,Dumfries and Galloway,Tobacco Only,Active
4110,"95 Grampian Way, Eastfield G68 9NN",Confectionary / Tobacconist / Newsagents,Muneeb Stores,North Lanarkshire,Tobacco Only,Inactive
4111,"95 grampian way, eastfield G68 9NN",Off-Licence,hornbeam stores,North Lanarkshire,Tobacco Only,Inactive
4112,"Grampian stores, 95 Grampian Way, Cumbernauld G68 9NN",Convenience Store,Hornbeam stores,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
4113,"10 Kilmarnock Road,  G41 3NH",Public House,Mitchells & Butlers Retail No 1,Glasgow City,Tobacco Only,Active
4114,"Carmondean Centre, Carmondean Road EH54 8PT",Public House,F & M Cortellessa (Entertainment) Ltd,West Lothian,Tobacco Only,Active
4115,"Grand Cru, 79-83 Hanover Street EH2 1EE",Nightclub,Eklypse Security Ltd,Edinburgh City,Tobacco Only,Active
4116,"Unit 1 Crombi house, Grandholm crescent AB22 8BD",Convenience Store,Jns brothers limited,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
4117,"4 Princes Street, Monifieth DD5 4AW",Sports Club,Monifieth Grange Golf Company,Angus,Tobacco Only,Active
4118,"17, salisbury place EH9 1SL",Other Retail,grange po,Edinburgh City,Tobacco Only,Active
4119,"58, Irvine Road KA1 2JW",Forecourt Garage,GS Kilmarnock,East Ayrshire,Tobacco Only,Active
4120,"Izzat avenue ,  KY11 3BB",Convenience Store,Grange Store/ Izatt LTD,Fife,Tobacco And Nicotine Vapour Products,Active
4121,"Izatt Avenue,  KY11 3BB",Convenience Store,Grange Stores,Fife,Tobacco Only,Inactive
4122,"UNIT 10 La Porte Precinct, Talbot Street KF3 8HU",Other Retail,B&M RETAIL,Falkirk,Nicotine Vapour Products Only,Active
4123,"115/117 Dower House, Grangepans EH51 9PH",Convenience Store,Grangepans Convenience Store,Falkirk,Tobacco And Nicotine Vapour Products,Active
4124,"14, grangepans EH51 9PA",Convenience Store,grangepans premier,Falkirk,Tobacco And Nicotine Vapour Products,Active
4125,"1 Crombie House, Granholm Crescent AB22 8BD",Convenience Store,Granholm mini market,Aberdeen City,Tobacco Only,Inactive
4126,"47 regent quay,  AB11 5BE",Specialist Tobacconists,Madmen Ltd,Aberdeen City,Nicotine Vapour Products Only,Active
4127,"Madmen Ltd, 19 Greenfern Road AB16 5PZ",Other Retail,Madmen Ltd,Aberdeen City,Nicotine Vapour Products Only,Active
4128,"90 Boglemart Street, Stevenson KA20 3JL",Public House,Grant Arms,North Ayrshire,Tobacco Only,Active
4129,"31 grant street, cullen AB56 4RS",Hotel,Grant Arms Hotel,Moray,Tobacco Only,Active
4130,"North Road,  ZE1 0NT",Forecourt Garage,Grantfield garage,Shetland Islands,Tobacco Only,Inactive
4131,"56 granton road edingburgh,  EH5 3QU",Convenience Store,granton road mini market,Edinburgh City,Tobacco Only,Active
4132,"grantown news, 64 high street PH26 3EH",Confectionary / Tobacconist / Newsagents,grantown news,Highland,Tobacco Only,Inactive
4133,"Grantown News, 64 High Street PH26 3EH",Confectionary / Tobacconist / Newsagents,J &M NEWSAGENTS LTD,Highland,Tobacco And Nicotine Vapour Products,Active
4134,"4 The Square,  PH26 3HG",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
4135,"82 - 84 MAIN ROAD, WHITLETTS KA8 0LJ",Convenience Store,GRANVILLE'S GENERAL STORES,South Ayrshire,Tobacco And Nicotine Vapour Products,Active
4136,"5 Hospital Street,  DD3 8DH",Convenience Store,Granvilles Newsagent,Dundee City,Tobacco Only,Inactive
4137,"98 Cross Arthurlie Street, Barrhead G78 1RP",Off-Licence,Grape & Berry,East Renfrewshire,Tobacco Only,Active
4138,"1 mayfield road, easthouses EH22 4DN",Convenience Store,grapevine stores,Midlothian,Tobacco Only,Active
4139,"5 Hospital Street,  DD3 8DH",Confectionary / Tobacconist / Newsagents,Gravilles Newsagents,Dundee City,Tobacco Only,Inactive
4140,"1 L 83 dens Road, 1/L DD3 7HW",Mobile Trade,G-R-DJ'S,"Angus, Dundee City",Tobacco Only,Active
4141,"Great Glen Trading Centre, main street PH32 4DD",Convenience Store,Great Glen Trading Centre,Highland,Tobacco Only,Inactive
4142,"Great Glen Trading Centre ltd, main street PH32 4DD",Convenience Store,great glen trading centre ltd,Highland,Tobacco And Nicotine Vapour Products,Active
4143,"2 Dalkeith Road,  EH16 5BP",Off-Licence,Great Grog Wine Merchants,Edinburgh City,Tobacco Only,Active
4144,"Allerdyce Road, Great Western retail park G15 6RX",Other Retail,B&M RETAIL,Glasgow City,Nicotine Vapour Products Only,Active
4145,"Corran Esplanade,  PA34 5PP",Hotel,Great Western Hotel,Argyll and Bute,Tobacco Only,Inactive
4146,"8 Inverkip Street,  PA15 1SZ",Public House,Green Oak Bar Ltd,Inverclyde,Tobacco Only,Inactive
4147,"2 TABERNACLE STREET, CAMBUSLANG G72 8JN",Other Catering,THISTLE HEALTHCARE LTD,South Lanarkshire,Tobacco Only,Active
4148,"32 greenfarm road, Iinwood PA3 3HQ",Convenience Store,Greenfarm market,Renfrewshire,Tobacco And Nicotine Vapour Products,Active
4149,"Ivanhoe Road, North Carbrain G67 4BB",Sports Club,Greenfaulds Bowling Club,North Lanarkshire,Tobacco Only,Active
4150,"58 Lochinvar Road, Greenfaulds, Cumbernauld G67 4AR",Off-Licence,Greenfaulds Licensed Grocers,North Lanarkshire,Tobacco Only,Active
4151,"Greenfern Convenience Store, 11 Greenfern Place AB16 6JR",Convenience Store,Greenfern convenience store,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
4152,"11 Greenfern Place,  AB16 6JR",Other Retail,Greenfern Post Office,Aberdeen City,Tobacco Only,Inactive
4153,"382 Greengairs Road, Greengairs ML6 7TQ",Convenience Store,Greengairs General store & Post Office,North Lanarkshire,Tobacco Only,Inactive
4154,"312 Greengairs Road, Greengairs ML6 7TQ",Private Club,Greengairs Social Club,North Lanarkshire,Tobacco Only,Active
4155,"382 Greengairs Road, Greengais ML6 7TQ",Convenience Store,Greengairs Grocery Store,North Lanarkshire,Tobacco Only,Inactive
4156,"11 DEANHAUGH STREET,  EH4 1LU",Convenience Store,GREENGROCERS,Edinburgh City,Tobacco And Nicotine Vapour Products,Inactive
4157,"Greenhill store, Kelvin drive ML6 6HT",Convenience Store,Greenhill stores,North Lanarkshire,Tobacco Only,Inactive
4158,"Old Monkland Road,  ML5 5EU",Confectionary / Tobacconist / Newsagents,Greenlone Store,North Lanarkshire,Tobacco Only,Inactive
4159,"155 old monkland road,  ML5 5EU",Convenience Store,sisters snacks and conveinance store,North Lanarkshire,Tobacco Only,Inactive
4160,"WEST SHAW STREET,  PA15 1SR",Other Retail,B&M RETAIL,Inverclyde,Nicotine Vapour Products Only,Active
4161,"21 Eldon Street,  PA16 7UG",Convenience Store,The Co-operative Group Food Ltd,Inverclyde,Tobacco And Nicotine Vapour Products,Active
4162,"Glenpark, Brisbane Street PA16 8NY",Sports Club,Greenock Cricket Club,Inverclyde,Tobacco Only,Active
4163,"5/7 Tobago Street,  PA15 1PB",Private Club,Greenock Dockworkers Club,Inverclyde,Tobacco Only,Inactive
4164,"72 Cardenden Road, Cardenden KY5 0PD",Convenience Store,Eros Retail Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
4165,"683 CLARKSTON ROAD,  G44 3SE",Confectionary / Tobacconist / Newsagents,greens news,East Renfrewshire,Tobacco Only,Active
4166,"9 The Square,  AB41 9JB",Convenience Store,Eros Retail Ltd,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
4167,"Greens of Markinch, 14 Balbirnie Street, Markinch KY7 6DB",Convenience Store,Eros Retail Ltd,Fife,Tobacco And Nicotine Vapour Products,Active
