ID,Address,Business Type,Company Name,Local Authorities,Products Sold,Status
1930,"Traill Street,  KW14 8EJ",Hotel,Central Hotel,Highland,Tobacco Only,Active
1931,"27 Main Street, WEST CALDER EH55 8BY",Public House,BELHAVEN LEASED PUBS,West Lothian,Tobacco Only,Active
1932,"120 South street,  PH2 8PA",Confectionary / Tobacconist / Newsagents,Central news,Perth and Kinross,Tobacco And Nicotine Vapour Products,Active
1933,"central news, 29 leith street EH1 3AT",Convenience Store,central news,Edinburgh City,Tobacco Only,Active
1934,"Premiers Newsagents, 251 Argyle Street G2 8DL",Convenience Store,Tangbros,Glasgow City,Tobacco And Nicotine Vapour Products,Active
1935,"15 east princess street,  G84 7QF",Confectionary / Tobacconist / Newsagents,Central Perks Ltd,Argyll and Bute,Tobacco Only,Inactive
1936,"245 Brandon Street,  ML1 1RS",Nightclub,Centre Point Motherwell (Mega Bar),North Lanarkshire,Tobacco Only,Active
1937,"Flat 1/1, 74 Belville Street PA15 4SY",Confectionary / Tobacconist / Newsagents,Centre stores limited ,Inverclyde,Tobacco And Nicotine Vapour Products,Active
1938,"245a St John's Road,  EH12 7XD",Public House,Cherwell Tobacco,Edinburgh City,Tobacco Only,Active
1939,"6A Cessnock Road, Hurlford KA1 5DP",Confectionary / Tobacconist / Newsagents,Cessnock Super Store,East Ayrshire,Tobacco Only,Active
1940,"Strathmore Drive, Cornton FK9 5BG",Public House,Kev Inns Ltd,Stirling,Tobacco Only,Inactive
1941,"65, haugh road IV2 4SD",Convenience Store,chalky's/RAJD LTD,Highland,Tobacco And Nicotine Vapour Products,Active
1942,"65 Haugh road, Inverness IV2 4SD",Convenience Store,Mac stores T/A Chalkys,Highland,Tobacco Only,Inactive
1943,"George street,  EH48 1PH",Nightclub,sirocco (scotland) Ltd,West Lothian,Tobacco Only,Active
1944,"13a Oldmeldrum Road, Newmachar AB21 0PJ",Confectionary / Tobacconist / Newsagents,Chalmers Bakery Limited,Aberdeenshire,Tobacco Only,Inactive
1945,"77 Greenburn Drive, Bucksburn AB21 9HB",Confectionary / Tobacconist / Newsagents,Chalmers Bakery Limited,Aberdeen City,Tobacco Only,Active
1946,"537 George Street,  AB25 3XX",Confectionary / Tobacconist / Newsagents,Chalmers Bakery Limited,Aberdeen City,Tobacco Only,Active
1947,"152 Market Street,  AB11 5PP",Confectionary / Tobacconist / Newsagents,Chalmers Bakery Limited,Aberdeen City,Tobacco Only,Active
1948,"29 York Place,  AB11 5DH",Confectionary / Tobacconist / Newsagents,Chalmers Bakery Limited,Aberdeen City,Tobacco Only,Inactive
1949,"429 Great Northern Road, Woodside AB24 2EU",Confectionary / Tobacconist / Newsagents,Chalmers Bakery Limited,Aberdeen City,Tobacco Only,Inactive
1950,"Champany Corner,  EH49 7LU",Restaurant,Champany Inn,Falkirk,Tobacco Only,Active
1951,"25 Munches Street,  DG1 1ET",Nightclub,Chancers Nightclub,Dumfries and Galloway,Tobacco Only,Active
1952,"3 woodilee Rd,  ML1 5BJ",Other Catering,Chanda cottage,North Lanarkshire,Tobacco Only,Active
1953,"468 Dumbarton Road,  G81 4DN",Other Catering,Chapati 6,West Dunbartonshire,Tobacco Only,Inactive
1954,"forres drive,  KY2 6YL",Confectionary / Tobacconist / Newsagents,chapel post office,Fife,Tobacco And Nicotine Vapour Products,Active
1955,"Mini Market, 157 Chapel Street ML6 6LH",Convenience Store,chapel st mini market,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
1956,"157 Chapel street Airdrie,  ML6 6LH",Convenience Store,Chapel Street Mini Market,North Lanarkshire,Tobacco Only,Inactive
1957,"Chapel Tavern, 39-41 Chapel Road KY2 6TT",Public House,Chapel Tavern,Fife,Nicotine Vapour Products Only,Active
1958,"41 Woodhall Street, Chapelhall ML6 8RR",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
1959,"85 Lauchope Street,  ML6 8SW",Convenience Store,Chapelhall Trading Ltd,North Lanarkshire,Tobacco Only,Active
1960,"85 lauchope street ,  ML6 8SW",Other Retail,Chapelhall post office,North Lanarkshire,Nicotine Vapour Products Only,Active
1961,"77 Lauchope Street, Chapelhall ML6 8SW",Convenience Store,Chapelhall Convenience Store,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
1962,"11 main st,  ML10 6RZ",Convenience Store,chapelton mini market,South Lanarkshire,Tobacco Only,Inactive
1963,"533 Sauchiehall Street, Charing Cross G3 7PH",Confectionary / Tobacconist / Newsagents,J.Toye Ltd,Glasgow City,Tobacco Only,Active
1964,"24 HIGH STREET LAURENCEKIRK, AB30 1AB,  AB30 1AB",Other Retail,ingasetter trading as Charles Michies,Aberdeenshire,Nicotine Vapour Products Only,Active
1965,"25 craigowan road,  DD2 4NN",Convenience Store,charleston convenience ltd,Dundee City,Tobacco And Nicotine Vapour Products,Active
1966,"54/60 craigmount road,  DD2 4QE",Convenience Store,charleston supermarket,Dundee City,Tobacco Only,Inactive
1967,"Charleston Supermarket, 54-60 Craigmount Road DD2 4QF",Confectionary / Tobacconist / Newsagents,Charleston Supermarket,Dundee City,Tobacco And Nicotine Vapour Products,Active
1968,"14 ROCKS ROAD, CHARLESTOWN KY11 3EN",Convenience Store,CHARLESTOWN POST OFFICE,Fife,Tobacco Only,Active
1969,"97-99 Charleston Drive,  DD2 2HB",Convenience Store,Khalid Saeed,Dundee City,Tobacco And Nicotine Vapour Products,Inactive
1970,"18 Glasgow Street,  KA22 8EL",Public House,Charlies Bar,North Ayrshire,Tobacco Only,Active
1971,"97, kepplehills road AB21 9DH",Convenience Store,charlie's newsagent,Aberdeen City,Tobacco Only,Inactive
1972,"Charlies, 97 Kepplehills Road, Bucksburn AB21 9DH",Convenience Store,Charlie's News Agent,Aberdeen City,Tobacco And Nicotine Vapour Products,Inactive
1973,"7 Lintmill Terrace,  AB16 7SR",Confectionary / Tobacconist / Newsagents,Charlie's Newsagents,Aberdeen City,Tobacco Only,Inactive
1974,"32b, main street FK7 7BL",Off-Licence,chaury superstore,Stirling,Tobacco Only,Inactive
1975,"79 Lochend Road, Easterhouse G34 0JZ",Confectionary / Tobacconist / Newsagents,Chaudry's Newsagents,Glasgow City,Tobacco Only,Active
1976,"CHC Scotia - Eurest Services, Buchan Road AB21 7BZ",Other Catering,Eurest Services @CHC Scotia,Aberdeen City,Tobacco Only,Active
1977,"Unit 12 Campfield Square, Broughty Ferry DD5 2PU",Off-Licence,K&M Stores Scotland Ltd,Dundee City,Tobacco Only,Inactive
1978,"2-4 airdrie road, Condorrat G68 9BS",Off-Licence,Cheers,North Lanarkshire,Tobacco Only,Active
1979,"10 Broad Street,  AB43 9AH",Public House,Twin Pillars Ltd T/A Cheers Cafe Bar & Tavern,Aberdeenshire,Tobacco Only,Active
1980,"460 Ballater Street, Gorbals G5 0QW",Off-Licence,Cheers Licensed Grocer,Glasgow City,Tobacco Only,Active
1981,"982 tollcross road, Tollcross G32 8UP",Off-Licence,Cheers local,Glasgow City,Tobacco Only,Active
1982,"641 hawthorn street, springburn G41 2NU",Convenience Store,cheers,Glasgow City,Tobacco Only,Active
1983,"64 Ibrox Street, Ibrox G51 1SW",Off-Licence,Cheers Off Sales,Glasgow City,Tobacco Only,Active
1984,"189 Fulton Street,  G13 1AN",Off-Licence,Cheers Off Sale,Glasgow City,Tobacco Only,Active
1985,"57  Grant Road, Angus DD11 1JU",Convenience Store,K&M Stores Scotland Ltd,Angus,Tobacco Only,Inactive
1986,"Cheers, 12 Campfield Square, Broughty Ferry DD5 2PU",Off-Licence,Cheers Plus,Dundee City,Tobacco And Nicotine Vapour Products,Active
1987,"Cheers Plus Convenience Store, 57-59 Grant Road DD11 1JU",Convenience Store,Khalid Saeed,Angus,Tobacco And Nicotine Vapour Products,Active
1988,"953 duke street, Dennistoun G31 1LZ",Convenience Store,Cheerslocal,Glasgow City,Tobacco Only,Active
1989,"2-8 Exchange Street, Aberdeen AB11 6PH",Public House,Imperial Tobacco Limited,Aberdeen City,Tobacco Only,Active
1990,"2 - 8 EXCHANGE STREET,  AB11 6PH",Public House,S & G ABERDEEN LTD,Aberdeen City,Tobacco Only,Active
1991,"11 HADDEN STREET,  AB11 6NU",Nightclub,S & G ABERDEEN LTD,Aberdeen City,Tobacco Only,Active
1992,"25a High Street,  EH19 2DA",Other Retail,Cash Generator,East Lothian,Tobacco Only,Active
1993,"1 High Street,  EH22 1JB",Other Retail,Cash Generator,Midlothian,Tobacco Only,Active
1994,"1/3 Vicar Street,  FK1 1LL",Other Retail,Cash Generator,Falkirk,Tobacco Only,Inactive
1995,"10 High Street,  KY8 4LZ",Other Retail,Cash Generator,Fife,Tobacco Only,Active
1996,"4 Greenfern Place, Mastrick Shopping Centre AB16 6JR",Other Retail,Cash Generator,Aberdeen City,Tobacco Only,Inactive
1997,"173 High Street,  EH21 7DE",Other Retail,Cash Generator,East Lothian,Tobacco Only,Active
1998,"49 Main St,  G69 6AD",Other Retail,Cash Generator,Glasgow City,Tobacco Only,Active
1999,"36 East Main Street,  EH52 5AE",Other Retail,Cash Generator,West Lothian,Tobacco Only,Active
2000,"497 Duke Street,  G31 1DL",Other Retail,Cash Generator,Glasgow City,Tobacco Only,Active
2001,"49A Princes Mall, EK Shopping Centre G74 1LB",Other Retail,Cash Generator,South Lanarkshire,Tobacco Only,Inactive
2002,"46 High Street,  PA5 8AN",Other Retail,Cash Generator,Renfrewshire,Tobacco Only,Inactive
2003,"85 Union Street,  ML9 1DZ",Other Retail,Cash Generator,South Lanarkshire,Tobacco Only,Inactive
2004,"61 Hairst Street,  PA4 8QU",Other Retail,Cash Generator,Renfrewshire,Tobacco Only,Inactive
2005,"52 Main Street,  G71 7LS",Other Retail,Cash Generator,South Lanarkshire,Tobacco Only,Inactive
2006,"18 Quarry Place,  ML3 7BB",Other Retail,Peirced and Modified,South Lanarkshire,Nicotine Vapour Products Only,Active
2007,"36c Inchmuir Road, Whitehill Industrial Estate EH48 2EP",Specialist Tobacconists,Cherwell Tobacco,West Lothian,Tobacco Only,Active
2008,"4 McPhater Street,  G4 0HW",Other Catering,Chew Chews ,Glasgow City,Tobacco Only,Active
2009,"42 Boyndie Street West,  AB45 1EP",Convenience Store,Eastside Discount Centre Ltd,Aberdeenshire,Tobacco And Nicotine Vapour Products,Active
2010,"2 millburn road,  IV2 3PS",Hotel,millburn inns,Highland,Tobacco Only,Active
2011,"122 Stirling Street,  ML6 0AS",Other Catering,Chilli Grill Airdrie,North Lanarkshire,Tobacco Only,Inactive
2012,"173 Stirling Street,  FK6 6JR",Other Catering,Chilli Hut,Falkirk,Tobacco Only,Active
2013,"916 shettelston road,  G32 7XW",Other Catering,chilli sizzlers (indian takeaway),Glasgow City,Tobacco Only,Active
2014,"129A Chapel Street,  ML6 6LH",Restaurant,CHAPELCURRYHOUSE LTD,North Lanarkshire,Tobacco Only,Active
2015,"227 Main Street,  ML2 7NE",Other Catering,Chillies Bites,North Lanarkshire,Tobacco Only,Inactive
2016,"Chillies & Spice of Life, 1783 Paisley Road West G52 3SS",Other Catering,MGM Cuisine Ltd T/A CHILLIES ,Glasgow City,Tobacco Only,Active
2017,"12-16 guild street,  AB11 6NE",Restaurant,china kingdom  ltd,Aberdeen City,Tobacco Only,Active
2018,"239 North Street, Charing Cross G3 7DL",Public House,The Berkeley Suite,Glasgow City,Tobacco Only,Active
2019,"268-270 Gorgie Road,  EH11 2PP",Convenience Store,RIVERNORTH LIMITED,Edinburgh City,Nicotine Vapour Products Only,Active
2020,"33/37 fulton st,  G13 1DJ",Other Catering,capaldi&co,Glasgow City,Tobacco Only,Active
2021,"234 Oxgangs Road North,  EH13 9BQ",Other Catering,Chip Inn,Edinburgh City,Tobacco Only,Active
2022,"Marcos, 12 Belmont Street AB10 1JE",Other Catering,Mattixx ltd,Aberdeen City,Tobacco Only,Active
2023,"94 Main Street,  EH55 8DX",Other Catering,Chippy Takeaway,West Lothian,Tobacco Only,Active
2024,"Main Street East End, Chirnside TD11 3XR",Convenience Store,The Co-operative Group Food Ltd,Scottish Borders,Tobacco And Nicotine Vapour Products,Active
2025,"113, 115 newington road,  EH9 1QW",Convenience Store,choices express,Edinburgh City,Tobacco Only,Inactive
2026,"28 talbot terrace uddingston, calderbraes G71 6ER",Mobile Trade,chris' ices,North Lanarkshire,Tobacco Only,Active
2027,"Burntisland Post Office, 192-196 High Street KY3 9EB",Confectionary / Tobacconist / Newsagents,Christie's of Burntisland,Fife,Tobacco Only,Inactive
2028,"62 HIGH STREET,  IV32 7DU",Confectionary / Tobacconist / Newsagents,CHRISTIES OF FOCHABERS LTD,Moray,Tobacco And Nicotine Vapour Products,Active
2029,"16 Algie Street,  G41 3BJ",Public House,2 PT Ltd,Glasgow City,Tobacco Only,Active
2030,"59 Church Street,  IV1 1DY",Supermarket and Other Retail Outlets,The Co-operative Group Food Ltd,Highland,Tobacco And Nicotine Vapour Products,Active
2031,"25 main street, bridgeton G40 1QA",Convenience Store,churchill store t/a day to day,Glasgow City,Tobacco Only,Active
2032,"192 Thornhill Road,  FK2 7AZ",Convenience Store,A&H Churchill T/A Churchill's,Falkirk,Tobacco Only,Active
2033,"Unit 29A, The Loreburne Shopping Centre DG1 2BD",Other Retail,EFF Marketing LTD,Dumfries and Galloway,Nicotine Vapour Products Only,Active
2034,"6 Almondside,  EH54 6QU",Other Retail,Cignil vapour,West Lothian,Nicotine Vapour Products Only,Active
2035,"36 Main Street,  KA16 9DE",Convenience Store,Cig's Etc...,East Ayrshire,Tobacco Only,Inactive
2036,"28 Argyle Park,  KA8 8JP",Other Retail,Cigs-Etc...,South Ayrshire,Tobacco Only,Inactive
2037,"North Street,  KY7 5NA",Private Club,Sanderson Vending Limited t/a Select Vending,Fife,Tobacco Only,Inactive
2038,"29-31 Kempock Street,  PA19 1NB",Confectionary / Tobacconist / Newsagents,Citi Shop,Inverclyde,Tobacco Only,Inactive
2039,"160 Lochee Road,  DD2 2LD",Convenience Store,CITY BOOZE,Dundee City,Tobacco And Nicotine Vapour Products,Active
2040,"19 BLAIRE STREET,  EH1 1QR",Public House,We Are PR Ltd,"Edinburgh City, Midlothian",Tobacco Only,Inactive
2041,"The City Cafe, 19 Blair Street EH1 1QR",Public House,Caledonian Heritable Ltd,Edinburgh City,Tobacco Only,Active
2042,"182 Montrose Street,  DD9 7DZ",Convenience Store,Lorne Stark,Angus,Tobacco Only,Inactive
2043,"18 Bridge Street,  KY12 8DA",Hotel,City Hotels (Dunfermline) Ltd,Fife,Tobacco Only,Active
2044,"249 LEITH WALK,  EH6 8NY",Convenience Store,CITY LICENSED GROCER,Edinburgh City,Tobacco Only,Inactive
2045,"undercover, Stance A1, Glasgow Fruit Market, 130 Blochairn Road G21 2RT",Other Retail,undercover,Glasgow City,Nicotine Vapour Products Only,Active
2046,"11 Cowgatehead,  EH1 1JY",Confectionary / Tobacconist / Newsagents,Porto News,Edinburgh City,Tobacco Only,Active
2047,"37, UNION STREET AB11 5BN",Convenience Store,CITY NEWS BUSTERS LIMITED,Aberdeen City,Tobacco And Nicotine Vapour Products,Active
2048,"2 Damacre Road,  DD9 6DT",Public House,City Royal Bar,Angus,Tobacco Only,Active
2049,"39 Civic Square,  ML1 1TP",Confectionary / Tobacconist / Newsagents,Civic Square Post Office,North Lanarkshire,Tobacco Only,Inactive
2050,"11 St Leonard's Bank,  PH2 8EB",Sports Club,Civil Service Sports Association Club,Perth and Kinross,Tobacco Only,Active
2051,"Auckelygill,  KW1 4XP",Confectionary / Tobacconist / Newsagents,CJ Matheson Shop & Filling Station,Highland,Tobacco Only,Inactive
2052,"89 Auchamore Road,  PA23 7JJ",Confectionary / Tobacconist / Newsagents,CJ's,Argyll and Bute,Tobacco Only,Inactive
2053,"118 Quensferry Road,  KY11 2QZ",Sports Club,City Hotels (dunfermline) Ltd,Fife,Tobacco Only,Active
2054,"Clachan Bar,  PA27 8DG",Public House,Clachan Bar,Argyll and Bute,Tobacco Only,Active
2055,"23-24 North Beach,  HS1 2XQ",Public House,Clachan Bar,Comhairle nan Eilean Siar,Tobacco Only,Inactive
2056,"Clachan Filling station, Main Road PA29 6XL",Forecourt Garage,Clachan Filling Station,Argyll and Bute,Tobacco Only,Inactive
2057,"Clachan,  PA29 6XL",Forecourt Garage,Clachan Filling Station,Argyll and Bute,Tobacco Only,Inactive
2058,"Clachan,  PA29 6XL",Forecourt Garage,D McNair & Son Ltd,Argyll and Bute,Tobacco And Nicotine Vapour Products,Active
2059,"Clachan, Locheport HS6 5HD",Convenience Store,Clachan Stores,Comhairle nan Eilean Siar,Tobacco Only,Inactive
2060,"17/19 High Street, CLACHNAHARRY IV3 8RB",Public House,BELHAVEN LEASED PUBS,Highland,Tobacco Only,Inactive
2061,"17-19 High Street,  IV3 8RB",Public House,Greene King Retailing Limited,Highland,Tobacco Only,Inactive
2062,"23-25 Main Street,  FK10 4JA",Convenience Store,The Co-operative Group Food Ltd,Clackmannanshire,Tobacco And Nicotine Vapour Products,Active
2063,"148 HIGH STREET, ROYAL MILE EH1 1QS",Other Catering,Clamshell,Edinburgh City,Tobacco Only,Active
2064,"168 perth road, dundee DD1 4JS",Public House,clancys,Dundee City,Tobacco Only,Inactive
2065,"170-172 Perth Road, Dundee DD1 4JS",Public House,Imperial Tobacco Limited,Dundee City,Tobacco Only,Inactive
2066,"70/72 HIGH STREET, LESLIE KY6 3DA",Public House,Sanderson Vending Limited t/a Select Vending,Fife,Tobacco Only,Inactive
2067,"70-72 High Street, Leslie KY6 3DA",Public House,Clansman Bar,Fife,Tobacco Only,Active
2068,"Kiosk, Buchanan Bus Station,, 16 Killermont St, G2 3NP",Confectionary / Tobacconist / Newsagents,Clansman Retail Ltd,Glasgow City,Tobacco Only,Active
2069,"Unit 7,Buchanan Bus Station,, 16 Killermont St, G2 6NP",Confectionary / Tobacconist / Newsagents,Clansman Retail Ltd,Glasgow City,Tobacco Only,Active
2070,"Clara House Ltd, 4 Chapel Street AB42 1TL",Public House,Clara House,Aberdeenshire,Tobacco Only,Active
2071,"The Colintraive Hotel,  PA22 3AS",Hotel,Colintraive Hotel and Post Office,Argyll and Bute,Tobacco And Nicotine Vapour Products,Active
2072,"M A Stores, 34 East Claremont Street EH7 4JR",Convenience Store,atsb ltd t/a claremont food and wine,Edinburgh City,Tobacco And Nicotine Vapour Products,Active
2073,"23 Kellie Place,  FK10 2DW",Hotel,Star Inn,Clackmannanshire,Tobacco Only,Active
2074,"142 Dundas Street,  EH3 5DQ",Public House,Caledonian Heritable Ltd,Edinburgh City,Tobacco Only,Inactive
2075,"67 High Street, New Pitsligo AB43 6NF",Confectionary / Tobacconist / Newsagents,Clark's,Aberdeenshire,Tobacco Only,Inactive
2076,"80 North Lindsay Street, Dundee DD1 1PS",Public House,Imperial Tobacco Limited,Dundee City,Tobacco Only,Inactive
2077,"526 St Vincent Street,  G3 8XZ",Other Catering,Clark's Dairy,Glasgow City,Tobacco Only,Active
2078,"47 / 53, Leithwalk EH6 8LS",Convenience Store,Clarks Food Store,Edinburgh City,Tobacco And Nicotine Vapour Products,Inactive
2079,"47/49 Leith Walk, Leith EH6 8LS",Confectionary / Tobacconist / Newsagents,kasim-riaz ltd,Edinburgh City,Tobacco Only,Inactive
2080,"80 North Lindsay Street,  DD1 1PS",Public House,Wee Gems(Dundee) Limited,Dundee City,Tobacco Only,Active
2081,"17 Eaglesham Road, Clarkson G76 7DH",Convenience Store,The Co-operative Group Food Ltd,East Renfrewshire,Tobacco And Nicotine Vapour Products,Active
2082,"467 STRATHMARTINE road,  DD3 9DQ",Other Catering,Clarx snax,Dundee City,Tobacco Only,Inactive
2083,"Cobblers, 16 High Street G82 1LL",Other Retail,cobblers,West Dunbartonshire,Nicotine Vapour Products Only,Active
2084,"Claymore Filling Station, Glencoe PH49 4HP",Forecourt Garage,Claymore Limited,Highland,Tobacco And Nicotine Vapour Products,Active
2085,"16 Baker Street, STIRLING FK8 1BJ",Public House,BELHAVEN LEASED PUBS,Stirling,Tobacco Only,Inactive
2086,"38-42 Claypotts Road, Broughty Ferry DD5 1BS",Convenience Store,The Co-operative Group Food Ltd,Dundee City,Tobacco And Nicotine Vapour Products,Active
2087,"Balmullo,  KY16 9YB",Restaurant,Clayton Caravan Park,Fife,Tobacco Only,Active
2088,"Westray,  KW17 2DB",Public House,Cleaton House Hotel,Orkney Islands,Tobacco Only,Active
2089,"36-38 Cleghorn Street,  DD2 2NJ",Confectionary / Tobacconist / Newsagents,Cleggie News,Dundee City,Tobacco Only,Inactive
2090,"36-38 Cleghorn Street,  DD2 2NJ",Confectionary / Tobacconist / Newsagents,Z&M Enterprises Limited,Dundee City,Tobacco And Nicotine Vapour Products,Active
2091,"83 westwood road,  ML2 9EL",Convenience Store,l and c rea ltd,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
2092,"73 South Clerk Street,  EH8 9PP",Off-Licence,CLERK STREET STORE,Edinburgh City,Tobacco And Nicotine Vapour Products,Inactive
2093,"Baylands Crescent,  AB42 2YA",Public House,Clerkhill Inns Ltd,Aberdeenshire,Tobacco Only,Active
2094,"9 Rannoch Road,  EH4 7EG",Public House,Cherwell Tobacco,Edinburgh City,Tobacco Only,Active
2095,"27 mayfield terrace,  DD11 5DL",Confectionary / Tobacconist / Newsagents,cliffburn post office and newsagents,Angus,Tobacco Only,Active
2096,"Clifton Convenience Store, 104 Clifton Road AB24 4RD",Convenience Store,Clifton convinience store,Aberdeen City,Tobacco Only,Inactive
2097,"Clifton Stores, 104 Clifton Road AB24 4RD",Convenience Store,skm104 ltd company,Aberdeen City,Tobacco And Nicotine Vapour Products,Inactive
2098,"10 Clifton Terrace,  EH12 5DR",Other Catering,Clifton Fish Bar,Edinburgh City,Tobacco Only,Active
2099,"1 Clifton Place, Shore Road G84 0LP",Off-Licence,A&H Grocers LTD.,Argyll and Bute,Tobacco Only,Active
2100,"231 MAINS STREET,  ML5 3RA",Forecourt Garage,GROVE RETAIL LTD,North Lanarkshire,Tobacco And Nicotine Vapour Products,Active
2101,"Unit 4, 77 Clippens Rd PA3 3PY",Convenience Store,Barmulloch Post office,Renfrewshire,Tobacco Only,Active
2102,"Craigton Road, Milngavie G62 7HP",Sports Club,Clober Golf Club,East Dunbartonshire,Tobacco Only,Active
2103,"cloch road,  PA19 1BA",Convenience Store,cloch caravans,Inverclyde,Tobacco Only,Active
2104,"Toll Clock Shopping Centre, Lerwick,  ZE1 0DE",Other Retail,Clocktower,Shetland Islands,Nicotine Vapour Products Only,Active
2105,"1153-1155 Cathcart Road,  G42 9HB",Public House,Three Thistles PLC,Glasgow City,Tobacco Only,Active
2106,"68 MAIN STREET, CLOSEBURN DG3 5HR",Convenience Store,CLOSEBURN STORES,Dumfries and Galloway,Tobacco Only,Active
2107,"Davey Jones Pet Locker, 88 Stirling Street FK12 5EA",Other Retail,Azure Retail Limited T/as Cloud Lounge Alva,Clackmannanshire,Nicotine Vapour Products Only,Active
2108,"266 high Street,  KY4 9NP",Other Retail,Cloud Vapours,Fife,Tobacco Only,Inactive
2109,"266 High Street,  KY4 9NP",Other Retail,Cloud Vapours,Fife,Nicotine Vapour Products Only,Inactive
2110,"266 high street,  KY4 9NP",Other Retail,Cloud Vapours Fife Ltd,Fife,Nicotine Vapour Products Only,Active
2111,"5 Durie Street,  KY8 4EZ",Other Retail,Cloud Vapours Fife Ltd,Fife,Nicotine Vapour Products Only,Active
2112,"126 Kippen Street,  ML6 9AY",Confectionary / Tobacconist / Newsagents,CLOUDWORKZ,North Lanarkshire,Nicotine Vapour Products Only,Active
2113,"Cloudz, 107 High Street G82 1LF",Specialist Tobacconists,Scot Vapor Ltd,West Dunbartonshire,Nicotine Vapour Products Only,Active
2114,"40 West Princes Street,  G84 8TD",Specialist Tobacconists,Scot Vapor Ltd,Argyll and Bute,Nicotine Vapour Products Only,Active
2115,"BOWLAND ROAD, CLOVENFORDS TD1 3ND",Convenience Store,CLOVENFORDS VILLAGE SHOP,Scottish Borders,Tobacco Only,Inactive
2116,"Glenmoriston,  IV63 7YW",Hotel,Cluanie Inn,Highland,Tobacco Only,Active
2117,"520 sauchiehall street,  G2 3LW",Nightclub,greenbay ltd,Glasgow City,Tobacco Only,Active
2118,"Cargenbridge avenue, Cargenbridge DG2 8LR",Convenience Store,Club Convenience,Dumfries and Galloway,Tobacco Only,Active
2119,"90 North Street,  DD8 3BN",Nightclub,TAYLOR VENING & WHOLESALE,Angus,Tobacco Only,Active
2120,"45 Seabank Rd,  IV12 4EY",Hotel,Clubhouse Scotland Ltd,Highland,Tobacco Only,Inactive
2121,"7,clunie place,  AB16 5RN",Convenience Store,clunie convenion store,Aberdeen City,Tobacco Only,Inactive
2122,"Hall 1, 36 Sylvaniaway South G81 1EA",Other Retail,Clyde Time & Sound,West Dunbartonshire,Nicotine Vapour Products Only,Active
2123,"86 West Clyde Street,  G84 8BB",Off-Licence,Clyde Whiskies Ltd,Argyll and Bute,Tobacco Only,Inactive
2124,"CLYDEBANK CO-OP, 393 KILBOWIE ROAD G81 2TX",Convenience Store,CLYDEBANK CO-OPERATIVE SOCIETY LTD,West Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
2125,"CLYDEBANK CO-OP, 8 DUNN STREET G81 4BQ",Supermarket and Other Retail Outlets,CLYDEBANK CO-OPERATIVE SOCIETY LTD,West Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
2126,"CLYDEBANK CO-OP, 138 DUNTOCHER ROAD G81 2NQ",Convenience Store,CLYDEBANK CO-OPERATIVE SOCIETY LTD,West Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
2127,"CLYDEBANK CO-OP, 258 FAIFLEY ROAD G81 5EH",Convenience Store,CLYDEBANK CO-OPERATIVE SOCIETY LTD,West Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
2128,"CLYDEBANK CO-OP, 2141-2143 GREAT WESTERN ROAD G13 2XX",Convenience Store,CLYDEBANK CO-OPERATIVE SOCIETY LTD,Glasgow City,Tobacco And Nicotine Vapour Products,Active
2129,"CLYDEBANK CO-OP, 2 SYLVANIA WAY SOUTH G81 1EA",Convenience Store,CLYDEBANK CO-OPERATIVE SOCIETY LTD,West Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
2130,"CLYDEBANK CO-OP, 580 KILBOWIE ROAD G81 6QU",Convenience Store,CLYDEBANK CO-OPERATIVE SOCIETY LTD,West Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
2131,"610 Glasgow Road, Clydebank G81 1JA",Forecourt Garage,H I A Investments Limited,West Dunbartonshire,Tobacco Only,Active
2132,"N Ps Newsagent, 7 Second Avenue G81 3BD",Convenience Store,Clydebank grocers,West Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
2133,"Post Office, 27 Sylvania Way G81 2RR",Confectionary / Tobacconist / Newsagents,Nath Enterprises Ltd,West Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
2134,"27 Sylvania Way,  G81 2RR",Confectionary / Tobacconist / Newsagents,Nath Enterprises Ltd,West Dunbartonshire,Tobacco Only,Active
2135,"Clydeholm Service Station, Napier Street G81 1LW",Forecourt Garage,Clydeholm UK Limited ,West Dunbartonshire,Tobacco And Nicotine Vapour Products,Active
2136,"Victoria Buildings, Clynder G85 0QB",Convenience Store,Clynder Stores,Argyll and Bute,Tobacco Only,Active
2137,"victoria buildings,  G84 0QB",Convenience Store,clynder village store,Argyll and Bute,Tobacco Only,Active
2138,"CMN Stores, 40 Dalvennan Avenue, Patna KA6 7NA",Convenience Store,cmnstores@hotmail.com,East Ayrshire,Tobacco And Nicotine Vapour Products,Active
2139,"Main Street, Cannich, By Beauly IV4 7LN",Convenience Store,Cannich Post Office and Stores,Highland,Tobacco Only,Inactive
