"","Address","BusinessType","ProductSold","CompanyName","Status"
"11884","3a Blawearie Road,  EH33 2BG, Scotland","East Lothian","Tobacco Only","The Wee Shop","Active"
"11885","66A Aitken Orr Drive,  EH52 5EZ, Scotland","West Lothian","Tobacco Only","The Wee Shop","Active"
"11886","143 silverbuthall road,  TD9 7BL, Scotland","Scottish Borders","Tobacco Only","the wee shop","Active"
"11887","41 Brewlands Drive, Symington KA1 5RF, Scotland","South Ayrshire","Tobacco Only","The Wee Shop","Inactive"
"11888","100 maukinfauld road,  G32 8TP, Scotland","Glasgow City","Tobacco Only","the wee shop","Active"
"11889","Bracken House, 13 Henderson Street KY12 0TP, Scotland","Fife","Tobacco Only","A W Holdings Limited","Inactive"
"11890","4, glencairn avenue ML2 7RG, Scotland","North Lanarkshire","Tobacco Only","the wee shop","Inactive"
"11891","14 Lampits Road, Westend ML11 8RR, Scotland","South Lanarkshire","Tobacco Only","The Wee Shop","Inactive"
"11892","32 Glasgow Road, Barrhead G78 1BU, Scotland","East Renfrewshire","Tobacco Only","The Wee Shop","Active"
"11893","The Wee Shop, 14 Lampits Road, Carstairs Junction ML11 8RR, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","The Wee Shop","Active"
"11894","Bracken House, Henderson Street Kingseat KY12 0TP, Scotland","Fife","Tobacco And Nicotine Vapour Products","The Wee Shop","Active"
"11895","Top Stop, 33 English Street DG1 2BU, Scotland","Dumfries and Galloway","Tobacco And Nicotine Vapour Products","the wee shop  786 ltd","Active"
"11896","50 Page Street,  KY5 9DU, Scotland","Fife","Tobacco Only","The Wee Store","Inactive"
"11897","86 High Street,  ML11 8HH, Scotland","South Lanarkshire","Tobacco Only","The Wee Sweetie Shop","Inactive"
"11898","Burnside,  KW14 7UG, Scotland","Highland","Tobacco Only","The Weigh Inn Hotel & Lodges","Active"
"11899","6 Manor Street,  FK1 1NH, Scotland","Falkirk","Tobacco Only","The Wellington Bar","Active"
"11900","26 Alexander Street,  ML6 0BA, Scotland","North Lanarkshire","Tobacco Only","The West End Bar","Active"
"11901","1-3 gallowgate,  PA20 0HR, Scotland","Argyll and Bute","Tobacco Only","the west end cafe","Active"
"11902","33/35 Fullerton Drive,  KA23 9HT, Scotland","North Ayrshire","Tobacco Only","The West Kilbride Golf Club","Active"
"11903","3 MELVILLE PLACE,  EH3 7PR, Scotland","Edinburgh City","Tobacco Only","The Westroom Limited","Active"
"11904","Unit L2-02 Buchanan Galleries, Buchanan Street G1 2GF, Scotland","Glasgow City","Tobacco Only","Glenkeir Whiskies Limited","Active"
"11905","17 Bridge Street,  IV1 1HD, Scotland","Highland","Tobacco Only","Glenkeir Whiskies Limited","Active"
"11906","11 Main Street,  FK17 8DU, Scotland","Stirling","Tobacco Only","Glenkeir Whiskies Limited","Active"
"11907","93 High Street,  PH33 6DG, Scotland","Highland","Tobacco Only","Glenkeir Whiskies Limited","Active"
"11908","Unit 1 Station Road,  PA34 4NU, Scotland","Argyll and Bute","Tobacco Only","Glenkeir Whiskies Limited","Inactive"
"11909","28 Victoria Street,  EH1 2JW, Scotland","Edinburgh City","Tobacco Only","Glenkeir Whiskies Limited","Active"
"11910","Unit U23, Princes Mall EH1 1BQ, Scotland","Edinburgh City","Tobacco Only","Glenkeir Whiskies Limited","Active"
"11911","Unit 14, Gretna Gateway Outlet Village DG16 5GG, Scotland","Dumfries and Galloway","Tobacco Only","Glenkeir Whiskies Limited","Active"
"11912","13 Main Street, Upper Largo KY8 6EL, Scotland","Fife","Tobacco And Nicotine Vapour Products","The Whistle Stop","Inactive"
"11913","Muir road, Houston industrial estate EH54 5DR, Scotland","West Lothian","Tobacco Only","The Whistle Stop Express","Active"
"11914","Todd square, Houston Industrial Estate EH54 5DL, Scotland","West Lothian","Tobacco Only","The Whistle Stop Express","Active"
"11915","2 oscar road, torry AB16 6ER, Scotland","Aberdeen City","Tobacco Only","restaurantsaberdeen (torry) ltd","Active"
"11916","38 brewery street,  DG1 2RP, Scotland","Dumfries and Galloway","Tobacco Only","Nithsdale Vending Ltd","Active"
"11917","East Kirkcarswell Farm, Near Dundrennan DG6 4QW, Scotland","Dumfries and Galloway","Tobacco Only","Imperial Tobacco Limited","Active"
"11918","10 Main Street, Busby G76 8DS, Scotland","East Renfrewshire","Tobacco Only","The Wine Seller Scotland Ltd","Active"
"11919","2 Beech Road, Auchinairn G64 1NE, Scotland","East Dunbartonshire","Tobacco Only","The Wine Seller Scotland Ltd","Active"
"11920","35 Auchinloch Road, Lenzie G66 5EY, Scotland","East Dunbartonshire","Tobacco Only","The Wine Seller Scotland Ltd","Active"
"11921","10 main street busby,  G76 8DU, Scotland","South Lanarkshire","Tobacco Only","the wine seller","Active"
"11922","The Winnock Hotel, The Square G63 0BL, Scotland","Stirling","Tobacco Only","The Winnock Hotel","Active"
"11923","10 Newmarket Street,  FK1 1JT, Scotland","Falkirk","Tobacco Only","The Wishing Well","Active"
"11924","175 Main Street,  ML2 7AU, Scotland","North Lanarkshire","Tobacco Only","The Yard","Active"
"11925","30-36 George Street,  DD10 8EW, Scotland","Angus","Tobacco Only","The Yard Nightclub","Active"
"11926","24-27 Greenside Place,  EH1 3AA, Scotland","Edinburgh City","Tobacco Only","Caledonian Heritable Ltd","Active"
"11927","278 Woodlands Road,  G3 6NE, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","Thermal Rolls Direct Ltd","Active"
"11928","28 DURBAN ROAD,  DG12 6PH, Scotland","Dumfries and Galloway","Tobacco Only","R&A J TRADING","Active"
"11929","182-184  lackness Road,  DD1 5PQ, Scotland","Dundee City","Tobacco Only","The Victor Fish Fish & Chip Shop","Active"
"11930","15 lainshaw street, stewarton KA3 2QE, Scotland","East Ayrshire","Tobacco Only","things for","Active"
"11931","135 Mid Street,  AB55 5BJ, Scotland","Moray","Tobacco Only","Thingymijigs","Active"
"11932","34 Munches Street,  DG1 1ET, Scotland","Dumfries and Galloway","Tobacco And Nicotine Vapour Products","Think Something Different Ltd","Active"
"11933","43 / 45 James Street,  KY12 7QE, Scotland","Fife","Tobacco Only","Jaunty Inns Ltd","Active"
"11934","168 High Street,  IV36 1NP, Scotland","Moray","Tobacco Only","Taboo Scotland Ltd","Active"
"11935","199 east high street forfar,  DD8 2HL, Scotland","Angus","Tobacco Only","thistlebar","Active"
"11936","Thistle Do Nicely, Tumulus Way, Midmill Business Park, Kintore AB51 0TG, Scotland","Aberdeenshire","Tobacco Only","Thistle Do Nicely!","Active"
"11937","5 Thistle Street,  FK2 7ED, Scotland","Falkirk","Tobacco Only","Thistle Fish & Chicken Bar","Inactive"
"11938","59 Manor Place,  EH3 7EG, Scotland","Edinburgh City","Tobacco Only","Cherwell Tobacco","Active"
"11939","22 Glaisnock Road, CUMNOCK KA18 3AB, Scotland","East Ayrshire","Tobacco Only","BELHAVEN LEASED PUBS","Active"
"11940","Main Street, Crossmichael DG7 3AU, Scotland","Dumfries and Galloway","Tobacco Only","Thistle Inn","Active"
"11941","19 Celt Street,  IV3 5JB, Scotland","Highland","Tobacco Only","Thistle Inn & Mayflower Lounge","Active"
"11942","32 Holburn Street,  AB10 6BT, Scotland","Aberdeen City","Tobacco Only","Lewis Paterson Aberdeen Ltd","Inactive"
"11943","32, Holburn street AB10 6BT, Scotland","Aberdeen City","Tobacco And Nicotine Vapour Products","Thistle News","Active"
"11944","32 Holburn Street,  AB10 6BT, Scotland","Aberdeen City","Tobacco And Nicotine Vapour Products","Closer","Active"
"11945","48 High Street,  DD8 4EG, Scotland","Angus","Tobacco And Nicotine Vapour Products","Thistle News and Gifts","Active"
"11946","3,thistle st,  FK2 7ED, Scotland","Falkirk","Tobacco Only","thistle stores","Active"
"11947","1 Donisla, Dinnet AB34 5JY, Scotland","Aberdeenshire","Tobacco Only","WMI Projects Ltd","Inactive"
"11948","22B Winton Place,  EH33 1AE, Scotland","East Lothian","Tobacco And Nicotine Vapour Products","Thomson’s of Tranent","Active"
"11949","23 St. Cuthberts Street,  DG6 4DJ, Scotland","Dumfries and Galloway","Tobacco And Nicotine Vapour Products","Thomson's","Active"
"11950","43 high street, tranent EH33 1LN, Scotland","East Lothian","Tobacco Only","Thomsons Convenience store","Active"
"11951","25 HAWTHORN STREET,  G21 6HY, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","GROVE RETAIL LTD","Active"
"11952","80 thorndean avenue,  ML4 2LL, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","Thorndean licensed grocers","Active"
"11953","80 Thorndean Avenue, Bellshill ML4 2LL, Scotland","North Lanarkshire","Tobacco Only","Thorndean Mini Market","Inactive"
"11954","Drumlanrig St,  DG3 5LS, Scotland","Dumfries and Galloway","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"11955","241 Thornhill Road,  FK2 7BB, Scotland","Falkirk","Tobacco Only","Thornhill Stores","Active"
"11956","32 Main Street, Thornhill FK8 3PN, Scotland","Stirling","Tobacco And Nicotine Vapour Products","Thornhill village store","Active"
"11957","37 thornhouse avenue,  KA12 0LU, Scotland","North Ayrshire","Tobacco And Nicotine Vapour Products","thornhouse stores","Active"
"11958","53B, MAIN STREET G46 7SF, Scotland","East Renfrewshire","Tobacco And Nicotine Vapour Products","THORNLIEBANK POST OFFICE","Active"
"11959","100 High Street,  EH32 0DQ, Scotland","East Lothian","Tobacco Only","Caledonian Heritable Ltd","Active"
"11960","Shoreside, Balfour Village KW17 2DX, Scotland","Orkney Islands","Tobacco Only",".Thomas Sinclair","Active"
"11961","The Three Churches Inn, 5 Church Street PA12 4AD, Scotland","Renfrewshire","Tobacco And Nicotine Vapour Products","West Coast Pub Management Group","Active"
"11962","Glasgow Central Railway Station, 79 Gordon Street G1 3SQ, Scotland","Glasgow City","Tobacco Only","Select Service Partner Limited","Active"
"11963","25 Bank Street,  DD8 4BE, Scotland","Angus","Tobacco Only","Firm of D&S Clark","Active"
"11964","Esplanade Flats, Esplanade ZE1 0LL, Scotland","Shetland Islands","Tobacco Only","Lochside Stores","Inactive"
"11965","The Kiosk, Dunfermline Town Railway Station, Comely Park KY12 7HT, Scotland","Fife","Tobacco Only","Thurmans","Active"
"11966","Meadow Lane,  KW14 8ER, Scotland","Highland","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"11967","27-29 High Street,  KW14 8AJ, Scotland","Highland","Tobacco And Nicotine Vapour Products","The Original Factory Shop","Active"
"11968","Thurston Manor Leisure Park, Innerwick EH42 1SA, Scotland","East Lothian","Tobacco And Nicotine Vapour Products","Verdant Leisure Limited","Active"
"11969","123-133 Thurston Road, Hillington G52 2AZ, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"11970","1-3 kilmaurs road, knockentiber KA2 0DA, Scotland","East Ayrshire","Tobacco Only","tiber stores","Active"
"11971","51 Commercial Street, Dundee DD1 2AA, Scotland","Dundee City","Tobacco Only","Imperial Tobacco Limited","Inactive"
"11972","125 George Street,  EH2 4JN, Scotland","Edinburgh City","Tobacco Only","Montpeliers Edinburgh Ltd","Active"
"11973","Clachan Seil,  PA34 4QZ, Scotland","Argyll and Bute","Tobacco Only","Tigh an Truish","Active"
"11974","214 Bath St,  G2 4HW, Scotland","Glasgow City","Tobacco Only","Mayfly Ventures Ltd","Active"
"11975","3 Broomlands Street, Paisley PA1 2LS, Scotland","Renfrewshire","Tobacco Only","Tikka No.1 Takeaway","Inactive"
"11976","2 TITCHFIELD STREET,  KA1 1PH, Scotland","East Ayrshire","Tobacco Only","CLYDEDEAN LTD","Active"
"11977","63 High Street,  PA1 2AS, Scotland","Renfrewshire","Nicotine Vapour Products Only","AMERSHAM HOMEWARE LIMITED","Active"
"11978","90 Belville Street,  PA15 2JL, Scotland","Inverclyde","Tobacco Only","Tilda's","Active"
"11979","1 St Andrews Square,  EH2 2BD, Scotland","Edinburgh City","Tobacco Only","Caledonian Heritable Ltd","Active"
"11980","11 Hanover Street,  DG9 7SB, Scotland","Dumfries and Galloway","Tobacco Only","Tilley & McIntyre","Active"
"11981","74 High Street,  FK13 6AB, Scotland","Clackmannanshire","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"11982","Unit 7, Arbirlot Road DD11 2EW, Scotland","Angus","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"11983","Tinto Street,  ML2 8JD, Scotland","North Lanarkshire","Tobacco Only","Tinto Food Store","Inactive"
"11984","9 countess street,  KA21 5NH, Scotland","North Ayrshire","Tobacco Only","tipplers","Active"
"11985","Scarinish,  PA77 6UH, Scotland","Argyll and Bute","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"11986","119 Central Ave,  DG16 5AQ, Scotland","Dumfries and Galloway","Tobacco And Nicotine Vapour Products","TJ & N McKenzie ltd","Active"
"11987","T J Hughes plc, 127 Trongate G1 5HF, Scotland","Glasgow City","Nicotine Vapour Products Only","Lewiss Home Retail Ltd","Active"
"11988","TJ Hughes, The Wellgate DD1 2DB, Scotland","Dundee City","Tobacco And Nicotine Vapour Products","Lewiss Home Retail Ltd","Active"
"11989","T J Hughes, 24 Sylvania Way G81 2TL, Scotland","West Dunbartonshire","Tobacco And Nicotine Vapour Products","Lewiss Home Retail Ltd","Active"
"11990","T J Hughes, Unit 2, Almondvale South Retail Park EH54 6XG, Scotland","West Lothian","Nicotine Vapour Products Only","Lewiss Home Retail Ltd","Active"
"11991","T J Hughes, 11-14 The Plaza, Town Centre, East Kilbride G74 1LW, Scotland","South Lanarkshire","Nicotine Vapour Products Only","Lewiss Home Retail Ltd","Active"
"11992","Nisa Today, 113 Mid Street AB43 9JP, Scotland","Aberdeenshire","Tobacco And Nicotine Vapour Products","TK Retail Ltd","Active"
"11993","Milton Douglas Road,  G81 6BY, Scotland","West Dunbartonshire","Tobacco Only","T-Kane","Active"
"11994","11 George Street ,  EH48 1PH, Scotland","West Lothian","Tobacco And Nicotine Vapour Products","Tobacconist and Gifts","Active"
"11995","33 Main Street, Tobermory PA75 6NT, Scotland","Argyll and Bute","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"11996","36, MAIN STREET PA75 6NT, Scotland","Argyll and Bute","Tobacco Only","TOBERMORY POST OFFICE","Inactive"
"11997","Hydro-Electric, Main Street, Tobermory PA75 6NT, Scotland","Argyll and Bute","Tobacco Only","Tobermory Stores","Active"
"11998","180  smithycroft road, 180 smithycroft road G33 2RF, Scotland","Glasgow City","Tobacco Only","day today express","Active"
"11999","18 lochrin building,  EH3 9NB, Scotland","Edinburgh City","Tobacco Only","costcutter","Inactive"
"12000","53 High Street,  EH19 2BD, Scotland","Midlothian","Tobacco Only","Today's News","Active"
"12001","1 MONTAGUE STREET,  PA20 9DA, Scotland","Argyll and Bute","Tobacco And Nicotine Vapour Products","TOFFOS LTD","Active"
"12002","37 New Abbey Road,  DG2 7LZ, Scotland","Dumfries and Galloway","Tobacco Only","Toll Bar Shop","Active"
"12003","67 bread street,  EH3 9AH, Scotland","Edinburgh City","Tobacco Only","TOLLCROSS NEWS AGENT","Inactive"
"12004","Smallburn road,  KA18 3RF, Scotland","South Lanarkshire","Tobacco Only","Gold filling stations","Active"
"12005","Highland Fuels Ltd,, Smallburn Rd, KA18 3RF, Scotland","East Ayrshire","Tobacco And Nicotine Vapour Products","Highland Fuels Ltd","Active"
"12006","4 fenwick place,  G46 6UF, Scotland","East Renfrewshire","Tobacco Only","toll news","Active"
"12007","997 Tollcross Road,  G32 8UU, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"12008","1052 Tollcross Road,  G32 8UN, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","Tollcross Convenience Store","Active"
"12009","1140-1146 tollcross road,  G32 8HE, Scotland","Glasgow City","Tobacco Only","TOLLCROSS DAY TODAY LIMITED","Active"
"12010","15A Brougham Place, Tollcross EH3 9JX, Scotland","Edinburgh City","Tobacco Only","Tollcross Food News Store","Inactive"
"12011","29 Tollcross Road, Parkhead G31 4UG, Scotland","Glasgow City","Tobacco Only","Tollcross Newsagent","Active"
"12012","63 HOME STREET, TOLLCROSS EH3 9JP, Scotland","Edinburgh City","Tobacco Only","TOLLCROSS SUPERSTORE","Active"
"12013","139 Old Edinburgh Road, Uddingston G71 6BH, Scotland","North Lanarkshire","Tobacco Only","Marium (UK) Ltd.","Active"
"12014","Main Street,  IV13 7YP, Scotland","Highland","Tobacco Only","Tomatin Country Store Limited","Inactive"
"12015","13 Tomatin Road, Hilton IV2 4UA, Scotland","Highland","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"12016","31 irvine cresent,  ML5 3QF, Scotland","North Lanarkshire","Tobacco Only","tommys ices","Active"
"12017","57 Ailson Street, Govanhill G42 8NJ, Scotland","Glasgow City","Tobacco Only","Tommys Offsales","Active"
"12018","Eastlyn, Tomnavoulin AB37 9JA, Scotland","Moray","Tobacco Only","Tomnavoulin Post Office","Active"
"12019","Tong Shop, Tong Crossroads HS2 0FJ, Scotland","Comhairle nan Eilean Siar","Tobacco Only","Tong Shop","Inactive"
"12020","Tong Crossroads, Tong HS2 0JF, Scotland","Comhairle nan Eilean Siar","Tobacco Only","Tong Shop","Inactive"
"12021","Main Street,  IV27 4XD, Scotland","Highland","Tobacco Only","LDH Hotels Limited","Inactive"
"12022","main street, tongue IV27 4XF, Scotland","Highland","Tobacco Only","tongue stores & postoffice","Active"
"12023","34A North Castle Street,  EH2 3BN, Scotland","Edinburgh City","Tobacco Only","NJR Trading Ltd T/A TONIC","Active"
"12024","14 Market Street, Mid Calder EH53 0AA, Scotland","West Lothian","Tobacco Only","Cherwell Tobacco","Active"
"12025","40 Kirk Road,  ML2 7BL, Scotland","North Lanarkshire","Tobacco Only","Toni's","Active"
"12026","1a belmont rd, belmont KA7 2PH, Scotland","South Ayrshire","Tobacco Only","tonis corner shops","Inactive"
"12027","30 FIFE DRIVE,  ML1 3UL, Scotland","North Lanarkshire","Tobacco Only","TONNERS STORES","Inactive"
"12028","40 victoria roads, torry AB11 9JX, Scotland","Aberdeen City","Tobacco Only","tony newsagents","Active"
"12029","52, Niddrie Mains Road EH16 4BG, Scotland","Edinburgh City","Tobacco Only","Tony's","Active"
"12030","40 Victoria Road, Aberdeen AB11 9DR, Scotland","Aberdeen City","Tobacco Only","Tony's Newsagents","Inactive"
"12031","40 Victoria Road, Torry AB11 9DR, Scotland","Aberdeen City","Tobacco Only","Tonys Newsagents","Inactive"
"12032","804 springfield road, parkhead G31 4HL, Scotland","Glasgow City","Tobacco Only","tonys off sales newsagents","Active"
"12033","2 bank street ,  IV19 1AQ, Scotland","Highland","Nicotine Vapour Products Only","Tooth and claw vape store ","Active"
"12034","75 king street ,  AB42 1UQ, Scotland","Aberdeenshire","Tobacco Only","top break snooker club ","Active"
"12035","75 King Street,  AB42 1UQ, Scotland","Aberdeenshire","Tobacco Only","Peterhead snooker company ltd","Inactive"
"12036","46b High St,  PA5 8AN, Scotland","Renfrewshire","Tobacco Only","Top Cards","Active"
"12037","27-29 Eater Road,  EH7 5PJ, Scotland","Edinburgh City","Tobacco Only","Top Cellar","Inactive"
"12038","673 Ferry Road,  EH4 2TX, Scotland","Edinburgh City","Tobacco Only","Top Cellar","Inactive"
"12039","Uni19, Westside Plaza,  EH14 2SW, Scotland","Edinburgh City","Tobacco Only","Top Cellar","Inactive"
"12040","22 Main Street, The Village G67 2RS, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","Top Glass (Scotland) Ltd","Inactive"
"12041","22 Main Street, The Village G67 2RS, Scotland","North Lanarkshire","Tobacco And Nicotine Vapour Products","Top Glass Scotland LTD","Active"
"12042","21 park avenue,  DD4 6NB, Scotland","Dundee City","Tobacco And Nicotine Vapour Products","top news plus","Active"
"12043","166 marina road, boghall EH48 1QT, Scotland","West Lothian","Tobacco Only","u-save superstore","Active"
"12044","Torbrex Lane,  FK7 9HB, Scotland","Stirling","Tobacco Only","Cherwell Tobacco","Active"
"12045","Tore,  IV6 7RZ, Scotland","Highland","Tobacco Only","Bannerman Company Limited","Inactive"
"12046","Tore Service Station, Tore IV6 7RZ, Scotland","Highland","Tobacco And Nicotine Vapour Products","BANNERMANS COMPANY","Active"
"12047","365 tormusk road, castlemilk G45 0HF, Scotland","Glasgow City","Tobacco Only","tormusk newsagents","Active"
"12048","36 Bank Street, Mid Calder EH53 0AR, Scotland","West Lothian","Tobacco Only","Cherwell Tobacco","Active"
"12049","1 The Square, Torphichen EH48 1SH, Scotland","West Lothian","Tobacco Only","Torphichen Post Office and Convenience Store","Active"
"12050","Harbour Haulage, Harbour Garage, Damhead Way AB42 3GY, Scotland","Aberdeenshire","Tobacco Only","Torran Rock Ltd t/a Torran Truck Stop","Inactive"
"12051","Calderglen Country Park, Strathaven Road G75 0QZ, Scotland","South Lanarkshire","Tobacco Only","Torrance House Golf Club","Active"
"12052","Fasaig, Torridon IV22 2EZ, Scotland","Highland","Tobacco Only","Torridon Stores & Cafe","Active"
"12053","40, Victoria Road AB11 9DR, Scotland","Aberdeen City","Tobacco Only","Greenify Business Ltd","Inactive"
"12054","23 Main Street,  G71 7ES, Scotland","South Lanarkshire","Tobacco Only","Tortolano's","Active"
"12055","555 Prospect Hill Road, Toryglen G42 0AE, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","Asda Stores Ltd","Active"
"12056","18 Glenmore Avenue,  G42 0EH, Scotland","Glasgow City","Nicotine Vapour Products Only","Toryglen Pharmacy (JMG)","Active"
"12057","29 GLENMORE AVENUE,  G42 0EH, Scotland","Glasgow City","Tobacco And Nicotine Vapour Products","TORYGLEN SUPERMARKET","Active"
"12058","65 erth Road,  DD1 4HY, Scotland","Dundee City","Tobacco Only","Total GMT","Inactive"
"12059","16 Bonnygate,  KY15 4LE, Scotland","Fife","Nicotine Vapour Products Only","ZH Scotland Ltd","Active"
"12060","High Street, Bell Centre G82 1LE, Scotland","West Dunbartonshire","Tobacco Only","Touch of Egypt","Inactive"
"12061","Unit 14A 35 College Way, Artizan Centre G83 1LQ, Scotland","West Dunbartonshire","Tobacco Only","Touch of Egypt","Active"
"12062","38 South Methven Street,  PH1 5NU, Scotland","Perth and Kinross","Tobacco Only","Touch of Poland Ltd","Inactive"
"12063","256-258 High Street,  KY1 1LA, Scotland","Fife","Tobacco Only","Touch of Poland Ltd","Active"
"12064","47 Tomnahurich Street,  IV3 5DU, Scotland","Highland","Tobacco Only","Touch of Poland Inverness Ltd","Inactive"
"12065","7 Glencryan Road, Glencryan Industrial Estate G67 2UH, Scotland","North Lanarkshire","Tobacco Only","Towable Snack Van","Active"
"12066","29/31 princess square, town centre G74 1LJ, Scotland","South Lanarkshire","Tobacco Only","Tower (spirit pub company )","Inactive"
"12067","31 Princes Square,  G74 1LJ, Scotland","Glasgow City","Tobacco Only","Spirit Pub Company (Inns) Limited","Active"
"12068","30 St John St,  PH1 5SP, Scotland","Perth and Kinross","Tobacco Only","Tower Bakery","Inactive"
"12069","Shore Road,  PH2 8BH, Scotland","Perth and Kinross","Tobacco Only","Tower Bakery","Inactive"
"12070","105 DUNKELD ROAD,  PH1 5BS, Scotland","Perth and Kinross","Tobacco Only","TOWER BAKERY","Inactive"
"12071","65-67 CONSTITUTION ROAD,  DD1 1LA, Scotland","Dundee City","Tobacco Only","TOWER BAKERY","Inactive"
"12072","2 Paterson Tower, Seaton Place FK1 1TJ, Scotland","Falkirk","Tobacco Only","Tower Shop","Inactive"
"12073","Tower Shop, Paterson Tower, Seaton Place FK1 1TJ, Scotland","Falkirk","Tobacco And Nicotine Vapour Products","TOWER SHOP","Active"
"12074","Tower Stores, 46 High Street KY1 2UG, Scotland","Fife","Tobacco And Nicotine Vapour Products","Tower Stores","Active"
"12075","2, Towerhill AB42 2GP, Scotland","Aberdeenshire","Tobacco And Nicotine Vapour Products","Towehill stores LTD","Active"
"12076","unit 3, towerlands gate bourtreehill KA11 1HA, Scotland","North Ayrshire","Tobacco Only","Towerlands stores limited ","Active"
"12077","9 Waterloo Place,  EH6 7EQ, Scotland","Edinburgh City","Tobacco Only","Town and City Newsagents","Active"
"12078","42 high street,  EH30 9HN, Scotland","Edinburgh City","Tobacco Only","town cryer newsagent","Active"
"12079","33 Townhead, Kirkintlooch G66 1NG, Scotland","East Dunbartonshire","Tobacco Only","Townhead Bargains Ltd","Active"
"12080","66B, LEVEN ROAD ML5 2LT, Scotland","North Lanarkshire","Tobacco Only","PREMIER","Inactive"
"12081","31 Townhead,  KA12 0BH, Scotland","North Ayrshire","Tobacco Only","Ruak Limited","Active"
"12082","17 Market Street, Haddington EH41 4JL, Scotland","East Lothian","Tobacco Only","Townhouse Fish Bar","Active"
"12083","85 King Street, Broughtyferry DD5 1EY, Scotland","Dundee City","Tobacco And Nicotine Vapour Products","Track.one (Dundee) Limited","Active"
"12084","380 Ardgay Street,  G32 9EE, Scotland","Glasgow City","Tobacco Only","Target Foodland LTD","Active"
"12085","Brotherstones Way, Windygoul EH33 2QF, Scotland","East Lothian","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"12086","Tranent Superstore, 32-34 Bridge Street EH33 1AL, Scotland","East Lothian","Tobacco And Nicotine Vapour Products","Tranent Grocers","Active"
"12087","22 High Street,  EH33 1HQ, Scotland","East Lothian","Tobacco Only","Tranent Paper Shop","Active"
"12088","Haddington Road,  EH33 1DZ, Scotland","East Lothian","Tobacco And Nicotine Vapour Products","The Original Factory Shop","Active"
"12089","unit 4 south elgin place,  G81 1XP, Scotland","West Dunbartonshire","Tobacco Only","grahams ices","Active"
"12090","5 Market Place, Pittenweem KY10 2PH, Scotland","Fife","Tobacco Only","Traquair's Village Shop & Studio","Inactive"
"12091","31 Mill Street, ALLOA FK10 1DT, Scotland","Clackmannanshire","Tobacco Only","BELHAVEN LEASED PUBS","Inactive"
"12092","23 High Street, Monifieth DD5 4AA, Scotland","Angus","Tobacco And Nicotine Vapour Products","Trewe Stores","Active"
"12093","154 WEST GRANTON ROAD, GRANTON EH5 1PE, Scotland","Glasgow City","Nicotine Vapour Products Only","B&M RETAIL","Active"
"12094","17 Tron court,  FK10 2PS, Scotland","Clackmannanshire","Tobacco Only","Tron cafe","Active"
"12095","32 tron court, tullibody FK10 2PS, Scotland","Clackmannanshire","Tobacco Only","john friel t\a tron court cards & gifts","Active"
"12096","97-101,Trongate, Star Building G1 5HD, Scotland","Glasgow City","Tobacco Only","Trongate News","Active"
"12097","97-101, Trongate, Star Building G1 5HD, Scotland","Glasgow City","Tobacco Only","Trongate Newsagent","Active"
"12098","155 Dundonald Road, Muirhead KA10 7AY, Scotland","South Ayrshire","Tobacco And Nicotine Vapour Products","The Co-operative Group Food ltd","Active"
"12099","75-79 Portland St,  KA10 6QU, Scotland","South Ayrshire","Nicotine Vapour Products Only","The Original Factory Shop","Active"
"12100","152 Troqueer Road,  DG2 7DF, Scotland","Dumfries and Galloway","Tobacco Only","T B Watson Ltd","Active"
"12101","Garage, Main Street,  FK8 3UJ, Scotland","Stirling","Tobacco Only","Trossachs Area Services Ltd","Active"
"12102","Trossachs Holiday Park, Gartmore FK8 3SA, Scotland","Stirling","Tobacco Only","Trossachs Holiday Park","Inactive"
"12103","Trossachs Pharmacy, Geisher Road, Lagrannoch Industrial Estate FK17 8LX, Scotland","Stirling","Nicotine Vapour Products Only","M Farren Ltd","Active"
"12104","253 Old Glamis Road, Trottick DD3 0NR, Scotland","Dundee City","Tobacco Only","Trottick Stores","Inactive"
"12105","25-27 School Road, Peterculter AB14 0TB, Scotland","Aberdeen City","Tobacco Only","TSA Stores","Active"
"12106","118 main street, cambuslang G72 7EL, Scotland","South Lanarkshire","Tobacco And Nicotine Vapour Products","TSM stores ltd","Active"
